Reference Number,Grid Ref: Easting,Grid Ref: Northing,Accident Date,Time (24hr),Casualties
28L0945,420816,434408,21-Aug-15,1445,1
28L1266,426283,435578,21-Aug-15,1720,2
28L1727,431912,434798,21-Aug-15,2136,1
28M0218,432043,434943,22-Aug-15,213,2
28M0706,424791,434815,24-Aug-15,1130,1
28M0945,430835,435505,22-Aug-15,810,1
28M1141,429414,433778,22-Aug-15,1540,1
28M1246,428006,435553,22-Aug-15,1640,1
28M1394,430493,426488,22-Aug-15,1755,1
28M1466,440519,429004,22-Aug-15,1825,1
28M1758,434273,428314,22-Aug-15,2100,1
28N0591,431953,427842,23-Aug-15,1000,2
28N0725,426065,435591,23-Aug-15,1129,2
28N0761,440779,433654,22-Aug-15,930,1
28N1279,437014,438948,23-Aug-15,1700,1
28N1488,431933,427841,23-Aug-15,1854,3
28O0036,432661,436921,24-Aug-15,55,2
28O0292,425800,435682,24-Aug-15,823,1
28O0312,430801,435344,24-Aug-15,840,1
28O1194,443241,428077,24-Aug-15,1730,1
28O1239,432889,435852,24-Aug-15,1740,1
28O1407,428531,437059,24-Aug-15,1924,1
28P0237,422543,429121,25-Aug-15,715,1
28P0248,432052,439745,25-Aug-15,814,1
28P0542,430922,433485,25-Aug-15,1130,1
28P0644,418968,446441,25-Aug-15,1230,1
28P1035,423042,443001,25-Aug-15,1300,1
28P1194,426143,437279,25-Aug-15,1700,1
28P1592,430747,439249,25-Aug-15,840,1
28P1682,430360,433457,25-Aug-15,2120,2
28P1694,427259,433586,24-Aug-15,1400,1
28Q0269,431749,435501,26-Aug-15,845,1
28Q0414,431246,445733,26-Aug-15,730,1
28Q0934,427569,436873,26-Aug-15,1529,1
28R0800,418669,441467,27-Aug-15,1345,1
28R1320,428690,434948,27-Aug-15,1810,1
28R1455,432532,443146,27-Aug-15,1922,1
28S0308,428097,434512,28-Aug-15,826,2
28S0333,427832,435806,28-Aug-15,830,2
28S1024,430273,431943,28-Aug-15,1618,2
28S1153,431555,435193,28-Aug-15,1730,1
28S1305,434686,433571,28-Aug-15,1825,2
28S1405,425105,434211,28-Aug-15,1949,1
28S1653,433650,435307,28-Aug-15,2115,1
28S1821,425498,428680,28-Aug-15,2301,1
28T0569,436184,434391,29-Aug-15,1020,3
28T1552,442464,447890,29-Aug-15,1945,1
28T2037,429080,433631,29-Aug-15,2340,3
28U0680,426219,427803,30-Aug-15,1233,1
28U0756,420308,434268,30-Aug-15,1328,1
28U0864,434438,434385,30-Aug-15,1415,2
28U1212,429152,429305,30-Aug-15,1750,2
28U1232,429008,433567,30-Aug-15,1805,3
28V0788,424870,437363,31-Aug-15,1331,1
2910178,427529,426263,01-Sep-15,615,1
2910295,425627,434251,01-Sep-15,913,1
2911181,428160,430064,01-Sep-15,1757,1
2911358,428750,437049,01-Sep-15,1924,1
2911428,432581,434909,01-Sep-15,2033,1
2911470,431317,433910,01-Sep-15,2055,1
2911520,426275,435799,01-Sep-15,1520,1
2920290,426265,433084,02-Sep-15,832,1
2920325,428576,434242,02-Sep-15,704,1
2920513,428539,431538,02-Sep-15,1130,1
2921170,431962,435043,02-Sep-15,1735,1
2921225,430184,433397,02-Sep-15,1813,1
2921255,423447,437675,02-Sep-15,1800,1
2921300,427062,431803,02-Sep-15,1830,1
2921318,423552,433923,02-Sep-15,1910,1
2921626,427867,437283,02-Sep-15,1631,1
2930390,422351,436905,03-Sep-15,1015,1
2930529,431228,432845,03-Sep-15,1156,1
2930587,428568,427785,03-Sep-15,1223,4
2931234,434904,437073,04-Sep-15,1843,1
2940397,430718,433603,03-Sep-15,1645,1
2941054,425498,436398,04-Sep-15,1654,1
2941227,426507,433928,04-Sep-15,1834,1
2941276,426432,433303,04-Sep-15,1910,3
2941759,421635,440843,04-Sep-15,2353,1
2950323,443613,435496,05-Sep-15,700,1
2950836,431089,435718,05-Sep-15,1356,1
2951011,429002,433564,05-Sep-15,1545,1
2951290,424263,439001,05-Sep-15,1505,1
2951293,429701,434344,05-Sep-15,1750,1
2951501,427969,426432,05-Sep-15,2055,1
2951528,432600,428270,05-Sep-15,2200,3
2951660,423855,429475,05-Sep-15,2230,4
2960386,429775,438891,06-Sep-15,720,1
2961012,433502,434028,04-Sep-15,1556,1
2961648,429922,427806,06-Sep-15,2133,1
2961690,429369,433782,06-Sep-15,2200,6
2970351,426191,437503,07-Sep-15,645,1
2970690,429788,430628,07-Sep-15,1353,1
2971036,419622,433581,09-Sep-15,1700,1
2971431,429613,433801,07-Sep-15,2025,1
2980475,440208,432953,08-Sep-15,1124,1
2980756,415382,443006,08-Sep-15,1440,2
2980881,440006,432388,06-Sep-15,1806,4
2981012,431483,435011,08-Sep-15,855,1
2981412,430059,433940,08-Sep-15,2020,1
2990248,428435,428631,09-Sep-15,820,1
2990494,425373,434324,09-Sep-15,1111,1
2990726,431793,428918,09-Aug-15,1135,1
2990869,434959,436880,09-Sep-15,1454,1
2990960,428056,434296,09-Sep-15,1030,1
2991731,444803,433399,09-Sep-15,2300,2
29A0073,431339,435069,10-Sep-15,125,1
29A0661,432542,435640,10-Sep-15,1259,1
29A1112,430605,434567,10-Sep-15,1710,2
29A1185,430368,427966,10-Sep-15,1730,1
29A1232,433840,427713,10-Sep-15,1805,1
29A1314,429915,433797,10-Sep-15,1700,1
29B0203,434333,425851,11-Sep-15,600,2
29B0237,420579,445267,11-Sep-15,718,1
29B0288,431833,435987,11-Sep-15,816,1
29B0532,437356,430142,11-Sep-15,1107,1
29B0557,430356,438557,11-Sep-15,1120,2
29B0695,431518,429235,11-Sep-15,1100,1
29B0793,428743,432714,11-Sep-15,1341,1
29B0999,423664,433428,11-Sep-15,1527,1
29B1119,440133,445949,11-Sep-15,1626,1
29B1209,433009,425935,11-Sep-15,1708,1
29B1368,429702,434348,11-Sep-15,1840,1
29B1442,445372,446876,11-Sep-15,1920,2
29B1877,421665,433865,11-Sep-15,2330,1
29C0164,430060,433991,12-Sep-15,200,1
29C0363,424441,442060,12-Sep-15,741,1
29C1032,426224,433074,12-Sep-15,1609,1
29C1141,432552,433803,12-Sep-15,1711,1
29C1267,428209,434608,14-Sep-15,1830,1
29C1467,425950,426791,12-Sep-15,2038,1
29C1490,431711,435435,12-Sep-15,2045,2
29D0126,429900,435437,13-Sep-15,245,2
29D0492,425997,428216,13-Sep-15,1034,5
29D0509,436797,443822,13-Sep-15,1045,1
29D0855,429481,432217,13-Sep-15,1448,1
29D1016,430481,424268,13-Sep-15,1615,1
29D1278,434713,428888,13-Sep-15,1839,2
29E0874,431966,430483,14-Sep-15,1530,1
29E1059,431610,434429,14-Sep-15,1706,1
29E1196,431626,436139,14-Sep-15,1825,1
29F0015,426829,438036,15-Sep-15,20,1
29F0031,428045,432829,15-Sep-15,52,1
29F0104,424932,427648,15-Sep-15,405,2
29F0215,418982,443894,15-Sep-15,833,1
29F0880,424968,427556,15-Sep-15,1515,1
29F1021,435779,436767,15-Sep-15,1625,1
29G0199,432311,427593,16-Sep-15,751,1
29G0265,428836,440125,16-Sep-15,841,1
29G0450,426813,438102,16-Sep-15,1044,1
29G1010,432640,435858,16-Sep-15,1510,1
29G1226,422226,441978,16-Sep-15,1730,1
29G1335,431995,435769,16-Sep-15,1834,1
29H0537,424391,428123,17-Sep-15,1135,1
29H0584,440032,439599,17-Sep-15,1212,1
29H0917,428957,435474,17-Sep-15,1515,1
29H0945,430850,435449,17-Sep-15,800,1
29H1050,430861,434159,17-Sep-15,1400,1
29H1123,424185,438896,17-Sep-15,1700,1
29H1238,426292,435590,17-Sep-15,1752,1
29I0228,432524,427558,18-Sep-15,743,1
29I0565,426565,431853,18-Sep-15,1154,2
29I0752,428855,425992,18-Sep-15,1255,2
29I0871,426498,431868,18-Sep-15,1450,1
29I1126,425577,443074,18-Sep-15,1648,1
29I1263,436997,435940,18-Sep-15,1740,1
29I1271,425169,434220,18-Sep-15,1630,1
29I1418,445337,431640,18-Sep-15,1919,1
29I1693,435719,436233,18-Sep-15,2145,2
29J0315,430431,433760,19-Sep-15,515,1
29J0358,432197,444977,19-Sep-15,650,1
29J0836,432240,439375,19-Sep-15,1344,1
29J0924,429884,426397,19-Sep-15,1435,4
29J1389,428855,425992,19-Sep-15,1900,2
29K0492,425641,434241,20-Sep-15,850,1
29K0871,419542,441601,20-Sep-15,1320,2
29K0893,434173,433874,20-Sep-15,1335,1
29K0968,428426,428659,20-Sep-15,1419,1
29K1138,426524,427203,20-Sep-15,1540,1
29K1679,435211,434783,20-Sep-15,1344,1
29L0236,431439,432632,21-Sep-15,745,1
29L0289,428438,435713,21-Sep-15,840,1
29L0302,424524,437059,21-Sep-15,845,1
29L0713,430676,433455,19-Sep-15,1800,1
29L0820,427555,434481,21-Sep-15,1440,4
29L1253,434498,436877,21-Sep-15,1852,1
29L1356,435110,431313,21-Sep-15,1950,2
29M0248,426315,436546,22-Sep-15,826,1
29M0392,423461,437691,22-Sep-15,1000,1
29M0947,428199,436527,22-Sep-15,1530,1
29M1530,433640,433238,22-Sep-15,2049,3
29N0219,432784,425976,23-Sep-15,752,2
29N0241,426840,438069,23-Sep-15,815,1
29N0274,432957,427611,23-Sep-15,840,1
29N0282,419600,441576,23-Sep-15,850,1
29N0387,428418,432486,23-Sep-15,1001,1
29N0597,432247,439384,23-Sep-15,1158,1
29N0764,429369,434956,23-Sep-15,1350,1
29N1154,423852,438277,23-Sep-15,1708,1
29O0301,428254,432850,24-Sep-15,915,1
29O0365,431963,435813,24-Sep-15,845,1
29O0447,426836,435705,24-Sep-15,1050,1
29O0511,441662,434623,24-Sep-15,1135,1
29O0769,428647,436996,24-Sep-15,1412,1
29O0815,430527,435282,24-Sep-15,1420,1
29O1008,428450,438232,24-Sep-15,1445,1
29O1748,428764,434060,24-Sep-15,2255,1
29P0053,429931,433172,25-Sep-15,52,1
29P0260,428531,431378,25-Sep-15,750,1
29P0514,427395,435004,25-Sep-15,1100,1
29P0758,421650,434201,25-Sep-15,1325,1
29P0771,429427,433462,25-Sep-15,1333,1
29P0906,426379,437875,25-Sep-15,1457,1
29P1306,432855,435962,25-Sep-15,1812,1
29P1440,434603,436787,25-Sep-15,1920,1
29Q0551,427528,434564,26-Sep-15,946,1
29Q1780,429760,430605,26-Sep-15,2115,1
29Q1865,430882,434356,26-Sep-15,2205,1
29R0523,419848,441185,27-Sep-15,935,2
29R1632,430223,433402,27-Sep-15,2030,1
29S0278,430972,433449,28-Sep-15,825,1
29S0321,432156,433604,28-Sep-15,909,2
29S0705,425255,434968,28-Sep-15,1303,1
29S0810,426433,433303,28-Sep-15,1355,1
29T0233,425150,427781,29-Sep-15,1516,1
29T0587,428104,426692,28-Sep-15,1925,1
29T0840,426979,433736,29-Sep-15,1415,1
29T1049,429249,433847,29-Sep-15,1628,1
29T1512,433433,436145,29-Sep-15,2025,1
29U0252,426843,437981,30-Sep-15,810,1
29U0973,437088,431068,30-Sep-15,1615,1
29U1142,430928,428718,30-Sep-15,1700,1
29U1315,431330,433910,30-Sep-15,1635,1
29U1551,430748,439242,30-Sep-15,1950,1
2A10280,429921,432733,01-Oct-15,849,1
2A10551,431632,437331,30-Sep-15,1925,1
2A10743,421643,440837,02-Oct-15,1300,1
2A10847,421479,434424,01-Oct-15,1440,1
2A10865,432167,434618,01-Oct-15,1449,1
2A10941,428776,433265,01-Oct-15,1325,1
2A11231,427474,435844,01-Oct-15,1745,1
2A11360,429028,437515,01-Oct-15,1845,1
2A20240,431206,436843,02-Oct-15,757,1
2A20277,432009,436160,02-Oct-15,834,1
2A20668,427565,431205,02-Oct-15,1234,1
2A20797,429842,433436,02-Oct-15,1340,1
2A21135,429794,433824,02-Oct-15,1625,1
2A21234,440390,433428,02-Oct-15,1719,1
2A21292,430418,434479,02-Oct-15,1750,1
2A21316,436197,433584,02-Oct-15,1808,1
2A21536,430024,435540,02-Oct-15,1820,1
2A21667,425630,426890,02-Oct-15,2130,1
2A30585,430367,433464,02-Oct-15,1635,1
2A31306,432439,435196,03-Oct-15,1815,1
2A31682,428944,433429,03-Oct-15,2210,1
2A40920,435568,436777,04-Oct-15,1400,1
2A41070,430084,432872,04-Oct-15,1325,1
2A41245,429896,433409,04-Oct-15,1720,1
2A50234,434517,434425,05-Oct-15,843,1
2A50696,428865,429791,05-Oct-15,1355,2
2A50872,442607,434522,05-Oct-15,1535,1
2A51409,428557,434262,05-Oct-15,2028,3
2A60236,420642,434362,06-Oct-15,836,1
2A60248,431506,430620,06-Oct-15,845,1
2A60478,424207,428249,06-Oct-15,1115,1
2A60899,430785,433346,06-Oct-15,1530,3
2A61073,431305,437098,06-Oct-15,1645,1
2A61193,433938,427690,06-Oct-15,1745,3
2A61395,421719,432926,06-Oct-15,1930,2
2A61452,428601,430771,06-Oct-15,2000,2
2A70269,426105,433597,07-Oct-15,835,1
2A70698,424547,429015,07-Oct-15,945,1
2A70703,431292,437138,07-Oct-15,1340,3
2A70752,438488,427256,07-Oct-15,1400,4
2A71031,423267,434694,07-Oct-15,1647,2
2A71118,430464,431103,07-Oct-15,1724,1
2A80044,420467,440317,07-Oct-15,2243,1
2A80237,434561,425892,08-Oct-15,826,1
2A80246,438293,432224,08-Oct-15,830,1
2A80670,426289,427273,08-Oct-15,1255,1
2A81559,436377,428379,08-Oct-15,2025,1
2A90632,427996,436017,09-Oct-15,1205,1
2A90651,429832,439181,09-Oct-15,1220,1
2A90714,433179,434013,09-Oct-15,1031,1
2A90740,436268,435078,09-Oct-15,1321,1
2A90876,440389,433345,09-Oct-15,1130,1
2A90950,442020,445791,09-Oct-15,1500,2
2A91011,434798,429057,09-Oct-15,1530,1
2A91513,424916,434422,09-Oct-15,1925,1
2A91554,419828,434056,07-Oct-15,1844,1
2AA0285,423164,433823,10-Oct-15,832,1
2AA0651,442622,426481,10-Oct-15,1100,2
2AA0712,430040,431778,10-Oct-15,940,1
2AA0734,419912,445376,10-Oct-15,1210,1
2AB0107,428337,435747,11-Oct-15,109,1
2AB0401,424567,433733,11-Oct-15,650,1
2AB0929,427479,431311,11-Oct-15,1510,1
2AB1240,441091,433567,11-Oct-15,1833,2
2AC0875,429130,429517,12-Oct-15,1455,1
2AC1023,429586,434728,12-Oct-15,1609,1
2AC1034,434637,425891,12-Oct-15,1613,1
2AC1053,431248,429667,12-Oct-15,830,1
2AC1188,429965,435402,12-Oct-15,1750,2
2AC1190,431954,430321,12-Oct-15,1745,2
2AC1253,435899,436390,12-Oct-15,1820,2
2AD0104,427934,426303,13-Oct-15,315,1
2AD0298,434708,434566,13-Oct-15,930,3
2AD0524,434023,429403,13-Oct-15,1205,1
2AD1171,427895,436199,13-Oct-15,1740,1
2AD1570,420535,434324,13-Oct-15,2115,3
2AD1760,428445,428687,13-Oct-15,2345,1
2AE0178,430263,431974,14-Oct-15,715,4
2AE0206,428475,426079,14-Oct-15,800,1
2AE0251,436155,435548,14-Oct-15,830,1
2AE0404,431999,428440,20-Oct-15,1630,1
2AE0799,423489,437599,14-Oct-15,1434,1
2AE0804,426281,435634,14-Oct-15,1435,1
2AE0900,428650,430793,14-Oct-15,1530,1
2AE1073,431293,434132,14-Oct-15,1651,1
2AF0300,427369,438564,15-Oct-15,915,1
2AF0324,430517,427594,15-Oct-15,936,2
2AF0371,443465,434991,15-Oct-15,1009,1
2AF0910,426864,435189,15-Oct-15,1530,2
2AF1281,428194,435790,15-Oct-15,1836,1
2AF1595,430839,434003,15-Oct-15,1630,1
2AG0029,432368,436367,16-Oct-15,9,1
2AG1083,425020,433161,16-Oct-15,1621,1
2AG1095,427039,435697,14-Oct-15,1900,1
2AG1407,428864,429785,16-Oct-15,1900,1
2AG1456,432199,427256,16-Oct-15,1930,1
2AG1546,420261,445051,16-Oct-15,2020,1
2AH0439,441634,431830,17-Oct-15,835,1
2AH0626,428510,433053,17-Oct-15,645,1
2AH1152,428827,431592,17-Oct-15,1720,1
2AI0023,429970,433307,18-Oct-15,13,1
2AI0037,430477,433951,18-Oct-15,21,1
2AI0163,430065,433775,18-Oct-15,127,1
2AI0812,427861,435837,18-Oct-15,1322,2
2AI1048,428955,433877,17-Oct-15,1910,1
2AI1359,434656,435482,18-Oct-15,1830,1
2AI1422,427744,434081,18-Oct-15,1900,1
2AJ0230,425652,435732,19-Oct-15,820,1
2AJ0618,432919,444983,19-Oct-15,1220,1
2AJ1602,429381,433470,19-Oct-15,525,1
2AK0270,426017,437500,20-Oct-15,830,1
2AK0404,443626,435548,14-Oct-15,1631,1
2AK0412,434513,445062,20-Oct-15,1003,1
2AK0624,434144,425871,20-Oct-15,1215,2
2AK0631,434023,425868,20-Oct-15,1219,2
2AK0748,432587,434442,20-Oct-15,1320,2
2AK0796,423666,437574,20-Oct-15,1400,1
2AK0961,424906,427696,20-Oct-15,1520,1
2AK1084,437175,433462,20-Oct-15,1615,2
2AL0121,426801,438043,21-Oct-15,400,2
2AL0728,428791,435161,21-Oct-15,1345,1
2AL1191,427928,431350,21-Oct-15,1618,1
2AL1245,421813,436319,21-Oct-15,1800,2
2AM0246,424608,437003,22-Oct-15,735,1
2AM0849,419642,433866,22-Oct-15,1400,1
2AM0942,424172,438671,22-Oct-15,1445,1
2AM1211,428501,434555,22-Oct-15,1630,1
2AM1432,434263,433849,22-Oct-15,1902,1
2AN0465,429907,433957,23-Oct-15,1056,1
2AN0938,430044,434041,23-Oct-15,1515,2
2AN0992,425217,437871,23-Oct-15,1535,1
2AN1235,429147,433846,23-Oct-15,1735,1
2AN1475,430951,427707,23-Oct-15,1930,2
2AN1780,429474,433665,23-Oct-15,2211,1
2AO0245,421765,439066,24-Oct-15,242,1
2AO0398,423419,437626,24-Oct-15,635,1
2AO0536,431525,440091,24-Oct-15,957,1
2AO1520,427089,433506,24-Oct-15,2200,1
2AP0422,430372,437936,25-Oct-15,735,3
2AP0599,430314,433056,25-Oct-15,1043,2
2AP0933,423779,434893,25-Oct-15,1400,1
2AP1028,430591,431123,25-Oct-15,1502,1
2AP1151,431098,433562,25-Oct-15,1613,1
2AP1898,429782,433926,25-Oct-15,2314,4
2AQ0078,428138,432794,26-Oct-15,155,3
2AQ0480,430216,434924,26-Oct-15,1113,1
2AQ0522,430653,434281,26-Oct-15,1133,1
2AQ1086,424075,434514,26-Oct-15,1450,1
2AQ1110,441159,445445,26-Oct-15,1110,1
2AR0304,440554,448563,27-Oct-15,840,1
2AR0752,423855,435738,27-Oct-15,1355,1
2AR0762,420317,445472,27-Oct-15,1205,1
2AR0878,430786,431375,27-Oct-15,1504,2
2AR1157,431081,434211,27-Oct-15,1725,5
2AR1216,432713,429624,27-Oct-15,1756,3
2AR1244,432157,429652,27-Oct-15,1805,2
2AR1826,435807,428991,27-Oct-15,2350,1
2AS0154,431772,439386,28-Oct-15,500,1
2AS0246,429140,435253,28-Oct-15,840,1
2AS0441,431519,435144,28-Oct-15,1126,1
2AS0812,429608,434238,01-Oct-15,1600,1
2AS0994,430002,433384,20-Oct-15,1730,1
2AS1021,436413,425957,28-Oct-15,1720,1
2AS1149,435179,436737,28-Oct-15,1832,1
2AT0250,432060,436092,29-Oct-15,710,1
2AT0331,429263,431485,29-Oct-15,930,1
2AT0372,426824,434979,29-Oct-15,1430,2
2AT0824,432308,426163,29-Oct-15,745,1
2AT0827,427399,437109,28-Oct-15,1245,1
2AT1316,431010,430599,29-Oct-15,1830,2
2AT1371,423253,435777,29-Oct-15,1859,1
2AT1451,435809,435760,29-Oct-15,1940,1
2AT1745,431961,430492,29-Oct-15,2245,2
2AT1901,426113,433141,29-Oct-15,1630,1
2AU0393,430963,435790,30-Oct-15,945,1
2AU0793,431342,428708,30-Oct-15,1417,1
2AU0824,415316,442963,30-Oct-15,1445,1
2AU0836,431624,436995,30-Oct-15,1430,2
2AU0880,428989,428385,30-Oct-15,1120,1
2AU0886,430465,435281,30-Oct-15,1400,2
2AU1192,430518,431158,30-Oct-15,1735,1
2AU1781,432001,442111,30-Oct-15,2200,1
2AV0692,422163,434010,31-Oct-15,1110,1
2AV0995,430435,433584,31-Oct-15,1427,1
2AV1192,429588,434723,31-Oct-15,1530,1
2AV1359,431287,434867,31-Oct-15,1738,1
2AV1365,421519,433981,31-Oct-15,1740,1
2AV1600,427808,431256,31-Oct-15,1935,1
2B10037,429921,434318,31-Oct-15,1630,1
2B10054,429764,433596,02-Nov-15,20,1
2B10318,443306,435473,01-Nov-15,256,1
2B10700,420327,445621,01-Nov-15,1006,1
2B11038,428430,428733,31-Oct-15,1449,2
2B11467,422424,434796,01-Nov-15,1810,1
2B20217,435433,425914,02-Nov-15,749,3
2B21170,443625,436569,02-Nov-15,1714,2
2B21198,443569,438008,02-Nov-15,1730,1
2B21295,422111,433552,02-Nov-15,1630,2
2B30024,432164,427226,03-Nov-15,33,1
2B30168,421497,428511,03-Nov-15,635,1
2B30205,425223,437872,03-Nov-15,741,1
2B30390,419957,434112,03-Nov-15,950,1
2B31033,425411,440435,03-Nov-15,1555,1
2B31062,430650,434694,03-Nov-15,1600,1
2B31235,434507,434433,03-Nov-15,530,1
2B31360,422323,436361,03-Nov-15,1830,1
2B40247,430926,434129,04-Nov-15,820,1
2B40948,430002,438589,04-Nov-15,1542,2
2B41115,430899,436562,04-Nov-15,1710,1
2B41157,427974,431950,04-Nov-15,1735,1
2B41445,436564,435579,04-Nov-15,1905,1
2B50207,427125,435708,04-Nov-15,1710,1
2B50287,424993,432898,05-Nov-15,700,1
2B50528,433179,434037,05-Nov-15,1112,1
2B50991,437339,437841,05-Nov-15,1514,2
2B51068,432349,439062,05-Nov-15,1550,1
2B51307,425228,426669,05-Nov-15,1750,4
2B60151,427552,434483,06-Nov-15,138,1
2B60312,422332,433404,06-Nov-15,744,1
2B60373,420654,441119,06-Nov-15,835,4
2B60512,427766,434970,05-Nov-15,1750,1
2B60660,426617,431876,06-Nov-15,1150,1
2B61618,423176,434676,06-Nov-15,1955,1
2B70250,431118,433633,07-Nov-15,310,2
2B70416,441130,449040,07-Nov-15,750,2
2B70719,431559,428496,07-Nov-15,1155,1
2B71013,429957,432913,07-Nov-15,1445,1
2B71066,422063,432631,07-Nov-15,1527,1
2B71117,429949,433073,07-Nov-15,1600,1
2B71315,422463,427903,07-Nov-15,1806,1
2B71352,432186,435226,07-Nov-15,1820,1
2B71377,429654,431850,07-Nov-15,1840,2
2B71514,432186,435226,07-Nov-15,1940,1
2B80248,428448,433345,08-Nov-15,315,3
2B80662,432555,434675,08-Nov-15,1205,1
2B80835,431880,435456,08-Nov-15,1355,7
2B81095,435048,432589,08-Nov-15,1626,1
2B81284,427125,435704,08-Nov-15,1834,1
2B90225,433470,434901,09-Nov-15,830,1
2B90816,430039,434055,09-Nov-15,1426,1
2B91352,428625,431579,09-Nov-15,1900,1
2BA0301,426378,435440,10-Nov-15,830,1
2BA0983,426445,433292,10-Nov-15,1500,1
2BA1549,431092,428138,10-Nov-15,1725,1
2BB0282,431196,434847,11-Nov-15,810,1
2BB0304,432294,426758,11-Nov-15,831,1
2BB0307,433003,434149,11-Nov-15,830,1
2BB0688,435058,435039,11-Nov-15,1245,1
2BB0895,439307,432403,11-Nov-15,1440,1
2BB1223,436167,436173,11-Nov-15,1720,1
2BB1225,427563,436327,11-Nov-15,1715,1
2BB1280,427226,426421,11-Nov-15,1738,1
2BB1413,436092,434828,11-Nov-15,1841,2
2BB1547,427523,426337,29-Oct-15,645,1
2BC0243,432113,432880,12-Nov-15,740,1
2BC0304,435110,428940,12-Nov-15,845,2
2BC0740,431450,432413,12-Nov-15,1307,1
2BC0752,428622,432989,12-Nov-15,1323,4
2BC0912,440533,447383,12-Nov-15,1500,1
2BC1009,423458,442293,12-Nov-15,1544,3
2BC1284,435841,436400,12-Nov-15,1645,1
2BC1369,431140,434384,12-Nov-15,1829,1
2BD0821,432668,435896,13-Nov-15,1408,1
2BD1081,432224,434658,13-Nov-15,1614,1
2BD1177,443330,438897,13-Nov-15,1704,1
2BD1209,422458,433985,13-Nov-15,1715,1
2BD1431,431272,434140,13-Nov-15,1900,1
2BD1623,429155,435471,13-Nov-15,2120,4
2BE0875,428285,426396,14-Nov-15,1415,1
2BE1319,428990,428661,14-Nov-15,1851,1
2BE1442,427708,435024,14-Nov-15,1955,1
2BE1514,432723,433867,14-Nov-15,1000,1
2BE1731,430674,434359,14-Nov-15,2305,2
2BF0288,428498,434548,15-Nov-15,455,2
2BF0776,433580,435853,15-Nov-15,1230,7
2BF1123,433722,428556,15-Nov-15,1545,1
2BG0075,429918,430403,16-Nov-15,142,1
2BG1050,427501,425512,16-Nov-15,1520,2
2BG1141,431012,432318,16-Nov-15,1636,1
2BG1160,430518,431245,16-Nov-15,1645,2
2BH0300,431440,431608,13-Nov-15,1750,1
2BH0484,427062,431803,17-Nov-15,1044,1
2BH0810,428045,432829,04-Nov-15,1745,1
2BH1229,430086,431334,17-Nov-15,1754,2
2BH1389,427007,440385,17-Nov-15,1910,2
2BH1707,431812,430459,17-Nov-15,2230,1
2BI0170,434993,425884,18-Nov-15,640,1
2BI0187,441820,427813,18-Nov-15,715,5
2BI0260,430892,438631,18-Nov-15,834,1
2BI0836,429000,436847,18-Nov-15,1433,2
2BI0875,440643,448250,18-Nov-15,1459,1
2BI1085,429238,425698,19-Nov-15,1615,1
2BI1134,431660,437523,18-Nov-15,1717,1
2BI1443,427418,435988,18-Nov-15,1945,1
2BI1494,435433,425914,18-Nov-15,1925,1
2BI1508,440631,448059,19-Nov-15,1920,1
2BI1536,431375,433950,18-Nov-15,2040,1
2BI1595,427385,430844,18-Nov-15,2124,1
2BI1762,427374,430840,18-Nov-15,2125,1
2BJ0203,427896,436200,19-Nov-15,715,1
2BJ0235,428905,429928,19-Nov-15,810,3
2BJ0466,426284,435583,19-Nov-15,1056,2
2BJ1200,431276,433844,19-Nov-15,1750,1
2BJ1323,436082,434821,19-Nov-15,1915,1
2BJ1340,430894,436566,19-Nov-15,1920,1
2BK0205,430111,431741,20-Nov-15,638,1
2BK0414,434547,434521,25-Nov-15,1005,1
2BK0930,430611,434566,20-Nov-15,1510,2
2BK1188,431321,429000,20-Nov-15,1705,1
2BK1222,430171,432846,20-Nov-15,1724,1
2BL0890,435309,431299,21-Nov-15,1400,1
2BL0963,442878,430634,21-Nov-15,1510,3
2BL1032,430982,433819,21-Nov-15,1538,1
2BL1175,429938,427199,21-Nov-15,1650,2
2BL1215,424330,437178,21-Nov-15,1710,1
2BL1480,423529,437895,21-Nov-15,2000,1
2BM0042,431962,435833,22-Nov-15,24,2
2BM0566,432748,436873,22-Nov-15,1100,1
2BM0768,433988,435146,22-Nov-15,1400,1
2BN0158,437885,433000,23-Nov-15,701,1
2BN1013,428998,433540,23-Nov-15,1620,2
2BN1292,431912,434798,23-Nov-15,1828,1
2BN1303,426397,435875,23-Nov-15,1900,1
2BN1348,421613,434396,23-Nov-15,1920,1
2BO0148,433142,426326,24-Nov-15,525,1
2BO0180,425059,433375,24-Nov-15,648,1
2BO0258,434074,429952,24-Nov-15,839,2
2BO0324,435811,425811,24-Nov-15,930,1
2BO0396,424184,432478,24-Nov-15,1015,1
2BO0556,432296,430888,24-Nov-15,1158,1
2BO0557,430120,431833,24-Nov-15,950,2
2BO0767,433005,432644,24-Nov-15,1305,1
2BO1148,427435,433446,23-Nov-15,1450,1
2BO1175,436976,433594,24-Nov-15,1747,2
2BO1598,434870,437185,24-Nov-15,2211,1
2BP0231,424890,427729,25-Nov-15,745,1
2BP0668,427900,436185,25-Nov-15,1238,1
2BP1052,434360,428231,25-Nov-15,1602,1
2BQ0098,430536,433702,26-Nov-15,220,1
2BQ0250,428502,433030,26-Nov-15,838,5
2BQ0268,424124,428117,26-Nov-15,849,1
2BQ0270,428199,434922,26-Nov-15,900,1
2BQ0325,429762,439293,26-Nov-15,923,2
2BQ0998,429534,434846,26-Nov-15,1600,1
