Reference Number,Grid Ref: Easting,Grid Ref: Northing,Accident Date,Time (24hr),Casualties
1520720,427996,435194,02-May-14,1250,1
1521016,433199,439190,02-May-14,1535,1
1521017,435331,439412,02-May-14,1530,1
1521096,435972,435458,02-May-14,1615,1
1521288,422565,437137,02-May-14,1745,1
1521303,428546,431414,02-May-14,1753,2
1521487,430372,428131,02-May-14,1913,1
1530576,426141,435596,03-May-14,1050,2
1530651,443617,436395,03-May-14,1130,1
1530789,430913,436114,03-May-14,1250,1
1531338,429998,437209,03-May-14,1730,1
1531412,440561,433546,03-May-14,1755,1
1540301,424087,435521,04-May-14,405,1
1541155,420035,441874,04-May-14,1738,1
1541273,428957,435474,04-May-14,1740,1
1551175,425413,440393,05-May-14,1705,1
1551220,422222,435650,05-May-14,1730,2
1560488,424647,435138,06-May-14,1112,1
1570257,428023,434264,07-May-14,820,1
1570369,429740,433416,07-May-14,840,1
1570476,436273,434797,09-May-14,1445,1
1570903,433285,433951,07-May-14,1440,1
1570966,431483,435012,07-May-14,1515,1
1570994,431752,434601,07-May-14,1120,1
1571216,425023,433395,07-May-14,1600,1
1571248,424561,445123,07-May-14,1720,1
1571772,431087,433293,07-May-14,2220,3
1580735,425546,436386,08-May-14,845,1
1581249,427898,430457,08-May-14,1810,1
1581682,430174,432863,08-May-14,2020,1
1590566,427785,436380,05-Sep-14,930,1
1590760,431768,434945,05-Sep-14,1303,1
1590799,422586,437160,09-May-14,1350,2
1591120,431780,429414,09-May-14,1629,1
1591151,430377,433071,05-Sep-14,1634,1
1591165,428794,435574,09-May-14,1720,1
1591246,431239,429749,09-May-14,1800,1
1591309,429943,427020,07-May-14,1730,2
1591555,429622,440488,09-May-14,2003,1
1591720,431137,434295,09-May-14,2125,2
15A0766,428561,426055,10-May-14,1230,2
15A0862,439390,426152,10-May-14,1335,1
15A1796,435153,439622,10-May-14,2317,1
15B0557,430383,433575,11-May-14,1100,1
15B1000,434809,428192,11-May-14,1550,1
15B1314,431628,435607,11-May-14,2152,1
15B1641,435376,439571,11-May-14,2206,1
15C0137,427595,434398,12-May-14,1200,1
15C1074,430260,434079,12-May-14,1615,1
15C1241,423832,434274,12-May-14,1715,1
15C1279,422320,428928,12-May-14,1720,1
15D0210,438952,431558,13-May-14,734,2
15D0384,428114,434514,13-May-14,950,2
15D0396,429887,434259,13-May-14,953,1
15D0701,428750,432844,07-May-14,1430,1
15D1484,426644,433496,13-May-14,2015,3
15E0367,429408,433933,14-May-14,950,1
15E0987,428627,433392,14-May-14,1420,1
15E1011,428505,433061,14-May-14,1535,2
15E1064,430678,433542,14-May-14,1350,1
15E1210,432333,434509,13-May-14,1745,1
15E1547,431456,439242,14-May-14,1920,1
15E1667,420619,441139,14-May-14,2010,5
15F0227,424893,427728,15-May-14,743,2
15F0489,435845,425933,15-May-14,1130,1
15F0611,433144,426327,15-May-14,830,1
15F0951,436182,434463,15-May-14,1510,1
15F1030,424559,435188,15-May-14,1415,1
15F1407,442156,434450,15-May-14,1840,1
15F1644,423110,445522,15-May-14,2030,1
15G0488,420084,445919,16-May-14,1030,1
15G0911,433935,434125,16-May-14,1310,1
15G1472,433127,436120,16-May-14,1840,2
15G2096,420520,441642,16-May-14,2317,3
15H0289,429763,430512,17-May-14,345,1
15H0718,426259,433461,06-May-14,1930,1
15H0817,427577,433716,17-May-14,1240,1
15H1198,431368,432375,17-May-14,1510,2
15H1212,434952,434672,17-May-14,1620,2
15H1752,444074,429194,17-May-14,2025,1
15H1907,428368,435742,17-May-14,820,1
15H2019,422950,434117,17-May-14,2230,1
15I0732,438952,431558,18-May-14,1225,3
15I1828,431056,435505,18-May-14,2115,1
15J0675,431401,435024,19-May-14,1217,3
15J0679,427043,433100,19-May-14,1105,1
15J0871,430092,431329,19-May-14,1350,2
15J1517,429788,430628,19-May-14,1837,2
15J1610,430785,433345,19-May-14,1915,1
15J1920,431766,435530,19-May-14,2030,1
15K0794,432443,438769,20-May-14,1410,1
15K1144,435040,425907,20-May-14,1706,1
15K1240,431502,435096,20-May-14,1755,1
15K1355,431646,435322,20-May-14,1855,5
15K1400,435957,435472,20-May-14,1915,1
15L0244,425951,434970,21-May-14,805,1
15L0264,430121,424016,21-May-14,825,1
15L0280,425901,436262,21-May-14,842,1
15L0934,441078,448575,21-May-14,1421,1
15L1293,431481,435007,21-May-14,1700,2
15L1327,431888,435678,21-May-14,1715,1
15L1393,433401,429912,21-May-14,1745,1
15M0314,426423,433311,22-May-14,805,1
15M0402,431508,435115,22-May-14,915,2
15M0477,432192,434992,22-May-14,1000,1
15M1010,432055,435968,22-May-14,1505,1
15M1139,424934,434426,22-May-14,1600,1
15M1199,431401,435027,22-May-14,1640,1
15M1314,419250,441751,22-May-14,1743,1
15M1670,425060,432279,22-May-14,1500,1
15N0246,426339,438618,23-May-14,850,1
15N0260,431452,435831,23-May-14,854,1
15N0734,427355,425845,23-May-14,1400,1
15N1660,426826,433098,23-May-14,2210,4
15O0331,429330,434989,24-May-14,503,1
15O0847,429815,427690,24-May-14,1345,1
15O1024,431957,435854,24-May-14,1345,1
15P0358,429985,434872,25-May-14,610,1
15P0887,429187,431920,25-May-14,1455,3
15Q0412,429050,439827,26-May-14,800,2
15Q0515,430634,433681,26-May-14,1008,1
15Q0535,433400,445017,26-May-14,1022,1
15Q0549,427896,436200,26-May-14,1035,1
15Q0770,432157,436139,26-May-14,1255,1
15Q0822,434989,436890,26-May-14,1328,1
15Q0901,427526,436948,26-May-14,1415,1
15Q1004,428926,436533,26-May-14,1517,1
15Q1064,419097,446608,26-May-14,1540,1
15Q1345,435545,438371,26-May-14,1805,1
15R1430,430087,433772,27-May-14,1445,1
15R1724,430418,437828,27-May-14,1930,3
15S0336,428378,434062,28-May-14,925,1
15S1312,426294,435578,28-May-14,1630,1
15S1540,425004,429003,28-May-14,2143,1
15S1541,431646,435322,28-May-14,2145,1
15T0007,425138,437868,29-May-14,5,1
15T0075,431477,435114,29-May-14,130,2
15T0247,432060,431124,29-May-14,808,1
15T0607,433914,434130,29-May-14,1135,1
15U0252,428382,434060,30-May-14,737,2
15U0298,431254,445733,30-May-14,840,2
15U0376,442614,427325,30-May-14,915,1
15U0476,430774,438746,30-May-14,1114,1
15U0732,428470,431340,30-May-14,1345,1
15U1234,431361,432757,30-May-14,1805,1
15U1331,431397,432736,30-May-14,1842,1
15V0376,440948,439819,31-May-14,455,1
15V0829,419912,441056,31-May-14,1235,1
15V1000,429338,434993,31-May-14,1420,1
15V1484,426207,428179,31-May-14,1845,1
15V1629,428045,432829,31-May-14,2016,1
1610210,430644,434658,01-Jun-14,148,2
1610500,428441,428724,01-Jun-14,725,1
1610523,430783,438594,31-May-14,2130,1
1610744,428577,427803,01-Jun-14,1145,2
1610836,430877,434256,01-Jun-14,1248,1
1610921,427009,440075,01-Jun-14,1340,1
1611005,431758,435650,01-Jun-14,1420,1
1611134,419520,441615,01-Jun-14,1540,1
1620433,422469,442502,02-Jun-14,1000,1
1620611,432038,434989,02-Jun-14,1154,1
1620815,426817,433088,02-Jun-14,1345,1
1621323,427376,433650,02-Jun-14,1720,1
1630208,423801,437489,03-Jun-14,755,1
1630285,440985,445642,03-Jun-14,900,1
1630591,429400,437296,03-Jun-14,1058,1
1630816,431411,429220,03-Jun-14,1355,1
1630945,430798,433458,09-Jun-14,945,1
1631281,431896,434925,03-Jun-14,1727,1
1631777,428578,432995,03-Jun-14,2120,2
1631781,426621,433551,03-Jun-14,2124,1
1640150,443107,433205,04-Jun-14,539,1
1640239,430891,430062,04-Jun-14,814,1
1640258,430033,431015,04-Jun-14,832,1
1640275,430704,433040,04-Jun-14,850,1
1640666,425129,435949,04-Jun-14,1250,1
1640968,421990,433993,04-Jun-14,1550,1
1641074,426640,433496,04-Jun-14,1620,1
1650259,433937,442041,05-Jun-14,813,2
1650586,427672,435052,04-Jun-14,1415,1
1650616,429556,434826,05-Jun-14,1207,1
1651553,435141,438713,05-Jun-14,1930,1
1660860,432100,428705,06-Jun-14,1350,1
1661045,431629,439596,06-Jun-14,1520,1
1671192,430411,431013,06-Jun-14,1705,1
1671235,431919,434808,07-Jun-14,1735,1
1671275,428635,436971,07-Jun-14,1750,1
1671362,432345,436992,07-Jun-14,1840,1
1680885,420297,434256,08-Jun-14,1405,2
1681137,430855,435446,08-Jun-14,1624,1
1681511,438454,432705,08-Jun-14,2000,1
1681525,424115,435153,08-Jun-14,1520,1
1690221,437688,425376,09-Jun-14,635,2
1690281,428039,434284,09-Jun-14,808,1
1690457,433306,432851,09-Jun-14,830,1
1690979,437246,435765,09-Jun-14,1505,1
1691490,420912,440624,09-Jun-14,1830,1
1691893,427600,436795,09-Jun-14,2141,1
1691943,433169,434035,09-Jun-14,2205,5
16A0714,429650,432879,10-Jun-14,1320,1
16A0804,430413,433724,11-Jun-14,1353,1
16A0981,427171,433525,10-Jun-14,1550,1
16B0530,430711,439085,11-Jun-14,1050,1
16B0624,421792,435452,11-Jun-14,1158,5
16B1088,422065,434217,11-Jun-14,1600,1
16B1196,430765,433452,11-Jun-14,1545,1
16B1202,427720,439342,11-Jun-14,1530,1
16C0061,429063,433670,12-Jun-14,40,2
16C0288,431269,429670,12-Jun-14,827,1
16C0290,431045,440414,12-Jun-14,810,1
16C0292,429931,438743,12-Jun-14,840,2
16C0313,426825,430483,12-Jun-14,830,1
16C0886,429911,428090,12-Jun-14,1420,1
16C1254,427052,427035,12-Jun-14,1710,3
16C1483,442119,443396,12-Jun-14,1910,1
16C1619,432967,436852,12-Jun-14,2020,1
16C1892,427512,435835,12-Jun-14,2300,1
16D0606,422114,438652,13-Jun-14,755,1
16D0892,421911,441422,13-Jun-14,1412,1
16D1106,428655,425382,13-Jun-14,1620,1
16D1188,433772,433538,13-Jun-14,1625,2
16E0873,422170,441858,14-Jun-14,1345,2
16E1080,431886,435596,14-Jun-14,1523,1
16E1305,422001,436537,14-Jun-14,1730,1
16E1528,430877,429790,14-Jun-14,1935,1
16F0166,430795,438601,15-Jun-14,130,1
16F0824,426281,432009,15-Jun-14,1151,3
16F1155,440385,433270,15-Jun-14,1510,1
16F1312,425103,434043,15-Jun-14,1656,2
16F1497,437306,443650,15-Jun-14,1831,7
16G0061,438501,436386,16-Jun-14,105,2
16G1167,421306,435630,16-Jun-14,1643,1
16G1296,429739,425638,22-Jun-14,815,1
16G1305,424676,434985,16-Jun-14,1743,1
16G1460,425189,426029,16-Jun-14,1905,1
16H0305,434902,435104,17-Jun-14,850,2
16H1029,421715,440990,17-Jun-14,1535,1
16H1573,426862,441321,17-Jun-14,1915,1
16H1777,420095,433546,17-Jun-14,1920,1
16I0100,414746,442831,18-Jun-14,201,1
16I0229,428779,433291,18-Jun-14,710,1
16I0543,431870,435014,18-Jun-14,1120,1
16I0598,432306,434548,18-Jun-14,1140,1
16I1036,429667,434906,18-Jun-14,1545,1
16I1500,429918,427974,18-Jun-14,1850,1
16I1507,429893,436615,06-Jun-14,830,1
16I1528,430556,431179,18-Jun-14,2000,2
16J0341,443470,438447,19-Jun-14,830,2
16J0383,428199,435292,19-Jun-14,900,1
16J0483,431171,433649,19-Jun-14,1015,1
16J0597,424347,438785,19-Jun-14,1120,2
16J0926,428506,431667,19-Jun-14,1425,2
16J1117,431639,437404,19-Jun-14,1559,1
16J1356,430854,435446,19-Jun-14,1735,1
16J1367,427833,430807,19-Jun-14,1740,1
16J1648,421742,440783,19-Jun-14,2000,1
16K0365,423844,434273,20-Jun-14,840,3
16K1126,426590,428707,20-Jun-14,1540,1
16K1381,431343,435059,20-Jun-14,1735,1
16K1402,439322,432428,20-Jun-14,1735,1
16K1653,429804,433477,20-Jun-14,1730,1
16K1970,423622,435523,20-Jun-14,2210,1
16L0376,431447,431585,21-Jun-14,640,4
16L0776,426101,428271,21-Jun-14,1235,1
16L1103,428775,433800,21-Jun-14,1534,2
16L1202,444964,432021,21-Jun-14,2050,2
16L1760,434344,428716,21-Jun-14,2106,1
16M0522,421464,442068,22-Jun-14,926,1
16M0684,428920,444175,22-Jun-14,1120,1
16N0335,422945,443102,23-Jun-14,850,2
16N0538,425641,434241,23-Jun-14,1045,1
16N1001,426453,431721,23-Jun-14,1500,1
16N1103,433032,436091,23-Jun-14,1555,1
16N1435,422711,433540,23-Jun-14,1829,1
16O0806,430403,433667,24-Jun-14,1315,1
16O0983,420642,434367,24-Jun-14,1452,1
16O1003,430743,438149,24-Jun-14,1500,1
16O1348,428198,435026,24-Jun-14,1755,1
16O1406,427742,436438,24-Jun-14,1827,1
16O1544,429107,436250,24-Jun-14,1544,1
16P0315,431068,430340,24-Jun-14,1810,1
16P0639,428139,431163,25-Jun-14,1230,2
16P0761,425538,434165,25-Jun-14,1210,1
16P1262,443311,436325,25-Jun-14,1710,1
16P1547,431960,430731,25-Jun-14,1735,1
16P1567,430032,433375,25-Jun-14,1800,1
16P1888,435730,436943,25-Jun-14,2245,1
16Q0306,424406,427816,26-Jun-14,835,1
16Q0336,427718,434713,23-Jun-14,1700,1
16Q0597,426523,433392,26-Jun-14,1140,1
16Q0630,422954,438036,26-Jun-14,1206,1
16Q0922,422047,434278,26-Jun-14,1415,2
16Q1758,422420,433529,26-Jun-14,2140,1
16R0181,420015,435473,27-Jun-14,540,1
16R0235,424848,427545,27-Jun-14,743,1
16R0391,433346,432199,27-Jun-14,1000,1
16R0436,425420,433192,27-Jun-14,1015,1
16R0739,436283,434708,27-Jun-14,1325,2
16S0004,431040,431373,28-Jun-14,1,1
16S0270,427549,433883,28-Jun-14,310,3
16S0273,430788,433328,28-Jun-14,405,1
16S0330,431819,430458,28-Jun-14,609,1
16S0368,428996,429625,28-Jun-14,728,2
16S0543,439764,433146,28-Jun-14,1025,1
16S0581,430073,433865,28-Jun-14,1031,1
16S0738,430550,431065,27-Jun-14,1430,2
16S0911,434989,436890,28-Jun-14,1200,1
16S1054,436725,435052,28-Jun-14,1715,1
16T0270,432486,438750,29-Jun-14,315,2
16T0280,431574,435204,29-Jun-14,1,1
16T0960,443104,433190,29-Jun-14,1524,1
16T1231,430460,428413,29-Jun-14,1711,1
16T1261,429117,434196,29-Jun-14,1820,2
16T1425,429809,431159,29-Jun-14,1950,1
16T1665,434861,436504,29-Jun-14,2242,1
16U0349,434993,425885,30-Jun-14,845,1
16U0382,425661,434919,30-Jun-14,908,1
16U0749,440425,448058,30-Jun-14,1300,1
16U0766,430414,433725,30-Jun-14,1200,1
16U0812,432071,431120,30-Jun-14,1520,1
16U0838,431024,433517,30-Jun-14,1345,1
16U1629,430093,431305,30-Jun-14,1949,1
16U1674,436438,427247,30-Jun-14,1730,1
1710386,424924,430924,01-Jul-14,810,1
1710459,430375,433496,01-Jul-14,1010,1
1710740,436161,427825,01-Jul-14,1250,1
1710835,428460,435707,01-Jul-14,1340,1
1711647,435362,439519,01-Jul-14,2010,1
1720309,428987,426335,02-Jul-14,850,3
1720356,430340,433391,02-Jul-14,916,1
1720475,430837,434002,02-Jul-14,750,1
1720856,427168,435276,02-Jul-14,1342,1
1721208,430202,431991,27-Jun-14,845,3
1721377,425158,437877,02-Jul-14,1650,1
1730421,428446,427378,03-Jul-14,945,3
1730978,432501,435437,03-Jul-14,1506,1
1731095,421138,434185,03-Jul-14,1200,1
1731550,424017,437717,03-Jul-14,1918,3
1731556,432734,436328,03-Jul-14,1906,1
1731613,421365,440476,03-Jul-14,1930,1
1731699,432258,435097,03-Jul-14,2015,1
1731786,425436,433021,03-Jul-14,2100,1
1740262,424626,433638,04-Jul-14,728,1
1741410,428268,429613,04-Jul-14,1745,1
1741601,429954,433798,04-Jul-14,1900,1
1750411,430875,434352,05-Jul-14,1510,1
1760045,428769,435125,06-Jul-14,10,1
1760286,427875,434080,07-Jul-14,212,1
1761997,439518,430586,06-Jul-14,2130,4
1762056,426381,438060,06-Jul-14,2200,1
1770289,434707,425873,07-Jul-14,735,1
1770314,420998,434358,07-Jul-14,750,1
1770429,429498,430238,07-Jul-14,938,1
1770560,427452,431884,07-Jul-14,910,1
1770753,424983,430976,09-Jul-14,1245,1
1770761,435017,433439,07-Jul-14,1250,1
1771572,421935,429265,07-Jul-14,1835,1
1780231,432853,434566,08-Jul-14,820,1
1780864,443368,438822,08-Jul-14,1510,1
1790227,429607,425742,09-Jul-14,750,1
1790422,415412,442257,05-Jul-14,1415,2
1790495,431982,435786,09-Jul-14,1110,1
1791112,420513,441136,09-Jul-14,1625,1
1791172,422139,433991,09-Jul-14,1659,1
1791277,431171,440732,09-Jul-14,1740,1
1791507,433447,434815,09-Jul-14,1925,1
1791999,432096,439462,09-Jul-14,2330,3
1792009,427980,431961,09-Jul-14,2345,1
1792011,434190,433616,09-Jul-14,2340,2
17A0808,435991,428238,09-Jul-14,1515,1
17A0970,423325,443467,10-Jul-14,1515,1
17A0992,429990,432674,10-Jul-14,1532,1
17B0790,430097,433830,08-Jul-14,1335,1
17B1230,443221,439684,11-Jul-14,1724,1
17B1249,427489,431323,11-Jul-14,1731,2
17B1520,434908,436833,11-Jul-14,1930,1
17B1651,427607,433942,11-Jul-14,2033,1
17C0849,430004,430947,12-Jul-14,1050,1
17C1235,435261,439661,12-Jul-14,1605,2
17C1733,426579,431826,12-Jul-14,2010,2
17C1824,419172,441737,12-Jul-14,1530,1
17C2045,427996,436017,12-Jul-14,2235,1
17C2155,429939,433389,12-Jul-14,2315,1
17D0656,430430,431073,13-Jul-14,1220,1
17D0720,430640,432631,12-Jul-14,1230,1
17D1041,438461,432691,13-Jul-14,1505,2
17D1483,426083,432607,13-Jul-14,1907,1
17D1790,424118,430517,13-Jul-14,2157,1
17D1898,427815,435195,13-Jul-14,2300,1
17E0371,418843,441625,14-Jul-14,845,4
17E0742,430878,434323,14-Jul-14,1249,1
17G0365,435246,434855,16-Jul-14,938,2
17G0629,436076,435551,16-Jul-14,1225,1
17G1561,432678,437964,16-Jul-14,2030,1
17G1800,428522,434296,16-Jul-14,2233,1
17H0028,424834,443280,17-Jul-14,19,2
17H0390,426753,427786,17-Jul-14,940,2
17H0524,429021,432303,17-Jul-14,1112,1
17H0738,429913,437438,17-Jul-14,830,1
17H1663,427258,438424,17-Jul-14,2045,1
17I0431,430223,436146,18-Jul-14,855,1
17I0783,432624,436863,18-Jul-14,1221,1
17I1213,419948,440834,18-Jul-14,1549,1
17I1320,435820,436600,18-Jul-14,1632,1
17I1474,443206,431647,18-Jul-14,1645,1
17I1703,430844,433470,18-Jul-14,1925,1
17I1985,434196,431721,18-Jul-14,2126,1
17J0601,432119,432870,19-Jul-14,945,1
17J0711,440582,432102,19-Jul-14,1050,3
17J1264,430935,436032,19-Jul-14,1645,3
17J1841,431508,435127,19-Jul-14,2210,1
17L0495,430306,433854,20-Jul-14,230,1
17L0500,424210,428251,21-Jul-14,956,3
17L0523,422357,433393,21-Jul-14,1010,1
17L0672,424236,428248,21-Jul-14,945,3
17L1112,429146,431769,21-Jul-14,1522,1
17L1283,427033,433106,21-Jul-14,1610,1
17L1396,428836,440130,21-Jul-14,1726,1
17L1758,432325,440329,21-Jul-14,2010,4
17M0316,435268,439754,22-Jul-14,823,2
17M0970,424849,429106,22-Jul-14,1255,1
17M1200,426513,435652,22-Jul-14,1635,1
17N0317,432062,435966,23-Jul-14,735,1
17N0373,424510,435232,23-Jul-14,851,1
17N0468,435672,436358,23-Jul-14,843,1
17N0691,436290,434141,23-Jul-14,1243,1
17N0976,430846,433470,23-Jul-14,1508,1
17N1215,430233,435116,23-Jul-14,1700,1
17N1278,433321,426414,23-Jul-14,1730,2
17N1316,428361,432505,23-Jul-14,1750,1
17N1755,428618,436950,23-Jul-14,1912,3
17N1801,441242,445218,23-Jul-14,2155,1
17O0301,425072,427742,24-Jul-14,735,1
17O0627,430415,432791,24-Jul-14,1020,1
17O1143,430812,433798,24-Jul-14,1634,1
17O1155,430957,435789,19-Jul-14,1625,1
17O1214,428540,431402,24-Jul-14,1710,1
17O1333,423911,428209,24-Jul-14,1755,1
17O1361,428140,435853,24-Jul-14,1810,1
17P0611,426580,427699,25-Jul-14,1040,1
17P1286,427004,434860,25-Jul-14,1610,1
17P1492,423717,437981,25-Jul-14,1315,1
17P1668,431976,427764,25-Jul-14,1915,6
17P1864,443109,433214,25-Jul-14,2045,1
17Q0379,420962,440995,26-Jul-14,345,1
17Q0852,422895,437525,26-Jul-14,1208,1
17Q1362,419836,437055,26-Jul-14,1650,1
17Q1448,429647,434311,26-Jul-14,1750,1
17R0117,433213,439177,27-Jul-14,54,1
17R0120,430881,433361,27-Jul-14,54,1
17R1441,426123,439162,27-Jul-14,1853,4
17R1755,436225,427792,27-Jul-14,2134,3
17S1755,426054,438957,28-Jul-14,2116,1
17T0334,427051,429430,29-Jul-14,745,1
17T0552,427197,433523,29-Jul-14,1050,1
17T0672,432342,434724,29-Jul-14,1205,1
17T0877,429834,434409,29-Jul-14,1413,1
17T1188,431878,435478,29-Jul-14,1652,1
17T1202,430422,433964,29-Jul-14,1700,1
17T1370,426347,437795,29-Jul-14,1820,1
17T1602,429935,433609,29-Jul-14,1657,1
17U0796,430942,433310,30-Jul-14,1345,1
17U1007,427178,435267,30-Jul-14,1541,1
17U1019,427435,432841,30-Jul-14,1545,1
17U1105,429456,434905,30-Jul-14,1634,1
17U1575,424017,437717,30-Jul-14,2017,1
17V0368,424525,437059,31-Jul-14,905,1
17V0436,439873,449526,31-Jul-14,950,1
17V1027,427144,433521,31-Jul-14,1555,1
1810351,432381,437413,01-Aug-14,850,1
1811185,433448,434055,01-Aug-14,1700,1
1811255,434875,435130,01-Aug-14,1730,1
1811400,427817,430603,01-Aug-14,1900,2
1811677,435683,434490,01-Aug-14,2200,4
1811797,422583,427879,01-Aug-14,2315,2
1820288,423606,435483,02-Aug-14,400,1
1820425,429313,423384,02-Aug-14,800,1
1820538,431352,433947,02-Aug-14,940,1
1820885,430437,431155,02-Aug-14,1335,1
1821053,436239,434624,02-Aug-14,1400,1
1821280,434720,437617,02-Aug-14,1733,3
1821432,431779,435552,02-Aug-14,1845,1
1821496,440025,432373,02-Aug-14,1330,1
1821608,429375,434948,02-Aug-14,2041,1
1830367,426114,438117,03-Aug-14,643,1
1830932,433741,433739,03-Aug-14,1520,1
1840302,428718,435612,04-Aug-14,850,1
1840434,428390,427784,04-Aug-14,1445,1
1840584,427065,433097,04-Aug-14,1214,1
1840955,435387,440297,04-Aug-14,1545,1
1841236,433823,434050,18-Jul-14,2000,1
1841276,430705,434997,04-Aug-14,1838,1
1850701,428081,433548,05-Aug-14,1333,1
1851416,430081,433864,05-Aug-14,1928,1
1860189,429946,434287,06-Aug-14,445,1
1860230,430735,435035,06-Aug-14,725,2
1860748,425542,439985,06-Aug-14,1320,2
1860992,435356,445139,06-Aug-14,1543,1
1861193,432276,434579,06-Aug-14,1705,1
1861255,427740,431656,31-Jul-14,1744,1
1861285,430153,430986,06-Aug-14,1800,1
1861406,420916,434427,06-Aug-14,1900,1
1870357,430839,434003,08-Aug-14,842,2
1870432,431476,425807,07-Aug-14,945,1
1870989,432458,438761,07-Aug-14,1459,1
1871347,434483,433708,07-Aug-14,1615,1
1881051,430037,431028,08-Aug-14,1500,1
1881198,431519,434301,08-Aug-14,1630,1
1881271,433147,426329,08-Aug-14,1700,1
1881771,430089,431277,08-Aug-14,2033,1
1881805,437415,429563,08-Aug-14,2048,2
1890399,429370,433734,09-Aug-14,715,1
1890403,429381,433751,09-Aug-14,717,1
1890689,440437,446443,09-Aug-14,1151,1
1891263,430295,433732,09-Aug-14,1710,1
1891274,426446,426745,09-Aug-14,1715,1
1891955,431582,426418,09-Aug-14,2310,1
18A0719,432064,433576,10-Aug-14,1738,2
18A0742,433053,427622,10-Aug-14,1235,1
18A0775,431563,434362,06-Aug-14,1430,1
18A0801,422482,433126,10-Aug-14,1315,2
18A1234,439108,439223,10-Aug-14,1820,1
18A1256,433176,433834,10-Aug-14,1834,1
18A1305,435908,435358,10-Aug-14,1904,3
18A1325,429884,427007,10-Aug-14,1915,2
18A1411,435975,435456,10-Aug-14,2015,2
18A1516,431500,433966,10-Aug-14,2134,1
18A1578,420137,434172,10-Aug-14,2209,1
18A1643,430785,433439,10-Aug-14,2302,1
18B0242,425951,429194,11-Aug-14,830,4
18B0642,429426,440836,11-Aug-14,1330,1
18B0651,430619,438177,10-Aug-14,1040,1
18B0891,428603,432808,11-Aug-14,1610,2
18B1161,423739,431611,11-Aug-14,1753,1
18B1248,429840,444906,11-Aug-14,1851,1
18C0066,431402,435025,12-Aug-14,109,5
18C0506,429819,435734,12-Aug-14,1159,1
18C0922,434956,438010,11-Aug-14,1500,1
18C1569,430214,434922,12-Aug-14,2219,4
18D0216,435908,425854,13-Aug-14,735,1
18D0762,434674,441256,13-Aug-14,1400,3
18D0991,425172,440030,13-Aug-14,1610,3
18D1478,435141,438714,13-Aug-14,2020,1
18E0991,428115,426282,14-Aug-14,1627,1
18E1354,430050,430150,14-Aug-14,1920,2
18F0516,426461,428364,15-Aug-14,1113,1
18F0617,432623,432440,15-Aug-14,1210,1
18F0772,432282,434559,15-Aug-14,1332,1
18F0872,443330,435489,15-Aug-14,1430,1
18F0936,422675,433532,15-Aug-14,1512,1
18G0468,422168,433963,16-Aug-14,856,1
18G0562,425698,434796,16-Aug-14,1035,2
18G0660,434748,429095,14-Aug-14,945,3
18G1385,431473,434333,16-Aug-14,1923,1
18G1706,430427,433460,16-Aug-14,2215,1
18H1686,434132,428737,17-Aug-14,2350,2
18I0955,438547,430136,18-Aug-14,1600,1
18J0464,432530,433820,19-Aug-14,1125,1
18J1121,429840,432965,19-Aug-14,1730,1
18J1168,428647,432475,19-Aug-14,1800,1
18J1198,433029,437109,19-Aug-14,1809,1
18J1274,428993,426407,19-Aug-14,1840,2
18J1454,418248,445865,19-Aug-14,2030,1
18J1471,418070,442595,19-Aug-14,2041,1
18K0292,430476,432850,20-Aug-14,815,1
18K0366,436136,436429,20-Aug-14,745,1
18K0457,428960,433616,20-Aug-14,1057,1
18K0947,429858,433787,20-Aug-14,1535,1
18K1342,426062,427378,20-Aug-14,1848,2
18K1413,430958,435789,20-Aug-14,1928,4
18K1414,430759,431185,20-Aug-14,1925,1
18K1418,429969,433278,20-Aug-14,1905,1
18L0031,435252,439090,21-Aug-14,5,1
18L0520,434455,433702,21-Aug-14,1155,1
18L0804,430739,436812,21-Aug-14,1445,1
18L1186,427765,430740,21-Aug-14,1752,2
18M0174,429843,444772,22-Aug-14,640,2
18M0179,439352,432411,22-Aug-14,640,1
18M0442,439395,430805,22-Aug-14,1110,1
18M0899,429919,431260,22-Aug-14,1539,3
18M1057,436179,434466,22-Aug-14,1635,1
18M1274,430928,428718,22-Aug-14,1550,1
18N0484,427061,433483,23-Aug-14,900,1
18N0678,427188,433582,23-Aug-14,1125,1
18N0871,440030,439604,23-Aug-14,1230,1
18N1023,427065,433102,23-Aug-14,1500,1
18N1357,427965,434590,23-Aug-14,1830,1
18N1368,430155,430974,23-Aug-14,1845,1
18O0651,425280,435870,24-Aug-14,1145,1
18O0818,425229,432997,24-Aug-14,1315,2
18O0862,431171,440732,24-Aug-14,1345,1
18O0873,432427,435565,24-Aug-14,1404,1
18O1033,428836,436577,24-Aug-14,1532,2
18O1086,433885,427674,24-Aug-14,1615,1
18P0008,426385,435434,25-Aug-14,1,5
18P0598,422950,443097,25-Aug-14,1131,2
18P0791,430697,427105,25-Aug-14,1350,1
18P0881,432861,435106,25-Aug-14,1000,1
18P0943,431417,434821,25-Aug-14,1530,1
18P1446,429422,433860,25-Aug-14,2133,4
18Q0013,430343,435927,26-Aug-14,10,1
18Q0076,429715,432140,26-Aug-14,220,1
18Q0413,434487,428197,26-Aug-14,1048,1
18Q0550,442243,442309,24-Aug-14,20,1
18Q0822,426714,433863,26-Aug-14,1455,1
18Q0935,422716,434061,26-Aug-14,1600,4
