Reference Number,Grid Ref: Easting,Grid Ref: Northing,Accident Date,Time (24hr),Casualties
1371538,423475,434036,07-Mar-14,1931,2
1371569,432914,437027,07-Mar-14,1940,3
1371872,429440,431732,07-Mar-14,2130,1
1380112,435539,438368,08-Mar-14,148,2
1380117,435678,440221,08-Mar-14,130,1
1380791,428054,435266,08-Mar-14,1245,2
1380828,435745,436866,08-Mar-14,1300,1
1380848,429586,431001,08-Mar-14,1315,1
1380852,428897,425984,08-Mar-14,1320,1
1381183,426767,438353,08-Mar-14,1605,2
1381501,431013,428461,08-Mar-14,1825,1
1381775,432494,436620,08-Mar-14,2045,1
1390139,428065,435017,09-Mar-14,112,1
1390527,427286,434701,09-Mar-14,850,3
1390747,430442,437754,09-Mar-14,1140,1
1391022,431502,439988,09-Mar-14,1408,1
1391128,427265,429573,09-Mar-14,1502,1
1391182,444584,427870,09-Mar-14,1534,1
1391335,443071,440722,09-Mar-14,1625,1
1391658,426098,428269,09-Mar-14,1850,1
13A0258,426948,431887,10-Mar-14,815,1
13A0340,430373,433501,10-Mar-14,904,1
13A0504,430417,433473,10-Mar-14,1033,1
13A0547,435887,428211,10-Mar-14,1100,1
13A0930,430412,437824,10-Mar-14,1420,1
13A1241,432651,436884,10-Mar-14,1530,1
13A1269,424189,434783,10-Mar-14,1646,1
13A1346,429071,438560,10-Mar-14,1705,1
13A1369,433727,434053,10-Mar-14,1723,1
13A1484,421063,434217,10-Mar-14,1811,1
13A1569,427179,434996,10-Mar-14,1840,3
13A1716,431763,434920,10-Mar-14,1955,2
13A1983,429081,433520,10-Mar-14,1950,1
13B0159,424642,434453,11-Mar-14,700,1
13B0165,424597,445107,11-Mar-14,713,2
13B0318,435806,433195,15-Mar-14,830,1
13B0844,430842,439685,11-Mar-14,1427,2
13B0933,428001,435414,10-Mar-14,2010,3
13B0966,424944,435693,11-Mar-14,1530,1
13B1000,433181,434012,11-Mar-14,1543,1
13B1202,430752,434606,10-Mar-14,1630,1
13B1726,430233,435116,11-Mar-14,1745,1
13C0182,429557,431568,12-Mar-14,720,1
13C0533,427083,433353,12-Mar-14,1150,1
13C0794,437569,432828,12-Mar-14,1430,1
13C0932,429757,434504,12-Mar-14,1543,1
13C1139,428128,432799,12-Mar-14,1705,2
13C1243,423341,433944,12-Mar-14,1745,1
13D1047,428628,434846,13-Mar-14,1600,1
13D1367,426905,437500,13-Mar-14,1825,1
13D1532,430122,433931,13-Mar-14,1931,1
13E0793,431001,430771,14-Mar-14,1330,1
13E0964,431977,430314,14-Mar-14,1504,2
13E1326,422824,437426,14-Mar-14,1745,1
13E1456,429763,433924,14-Mar-14,1850,1
13E1560,423189,434669,14-Mar-14,1515,1
13E1621,431705,434161,14-Mar-14,1905,1
13F0092,427996,435194,15-Mar-14,58,2
13F0439,423264,429759,15-Mar-14,855,1
13F1387,430220,434373,15-Mar-14,1818,2
13G0153,426280,436703,16-Mar-14,140,1
13G0847,423571,435451,16-Mar-14,1400,1
13G1190,425184,437759,16-Mar-14,1700,1
13G1491,431412,438792,16-Mar-14,1952,1
13G1506,435855,426141,16-Mar-14,1959,3
13H0001,428093,436746,17-Mar-14,1,1
13H1020,426529,427462,10-Mar-14,1320,1
13H1135,417932,443178,17-Mar-14,1640,1
13H1290,427944,436111,17-Mar-14,1750,2
13I0372,422219,433959,18-Mar-14,945,2
13I0530,427995,436011,18-Mar-14,1130,1
13I0589,439961,429819,18-Mar-14,755,1
13I0848,422422,440320,18-Mar-14,1426,1
13I1211,428433,429155,18-Mar-14,1730,2
13I1315,429076,432222,18-Mar-14,1650,1
13I1435,436072,435562,18-Mar-14,1905,2
13J0595,428969,432374,19-Mar-14,1200,2
13J0641,429725,433797,19-Mar-14,1220,1
13J1191,433341,426310,19-Mar-14,1650,1
13J1522,436025,428954,19-Mar-14,1920,1
13J1600,430894,433487,19-Mar-14,2010,1
13J1621,420429,440371,19-Mar-14,2016,1
13J1631,426340,427880,19-Mar-14,2023,2
13J1709,425264,432374,19-Mar-14,2030,1
13K0302,435746,436957,20-Mar-14,830,1
13K0579,430349,432103,20-Mar-14,1128,2
13K1040,428533,431789,20-Mar-14,1600,1
13K1360,441964,430747,20-Mar-14,1830,2
13L0228,442150,434453,21-Mar-14,800,2
13L0235,440411,449270,21-Mar-14,800,1
13L0279,419287,444956,21-Mar-14,930,1
13L0388,441055,432040,21-Mar-14,1000,2
13L0588,432752,433899,21-Mar-14,820,2
13L0870,432412,433608,21-Mar-14,1443,1
13L0918,430411,432774,21-Mar-14,1507,1
13L0966,426934,433318,21-Mar-14,1524,1
13L1105,428359,425453,21-Mar-14,1610,1
13L1513,431983,433425,21-Mar-14,1630,1
13L1684,429695,440820,21-Mar-14,2105,2
13M0191,430017,434106,22-Mar-14,210,1
13M0454,430091,435427,22-Mar-14,931,2
13M0649,431776,435617,21-Mar-14,1430,1
13M0677,432633,434930,22-Mar-14,1100,1
13M1660,430608,428392,22-Mar-14,2125,1
13N0595,436363,442994,23-Mar-14,1120,1
13N0837,429283,433483,23-Mar-14,1340,1
13N1021,415878,441903,23-Mar-14,1537,1
13N1371,432524,427558,23-Mar-14,1840,3
13O0187,431233,431502,24-Mar-14,700,1
13O0431,429206,430689,24-Mar-14,1010,2
13O0844,425113,431080,24-Mar-14,1414,1
13O0950,432069,438283,24-Mar-14,1503,1
13O1210,429660,431505,24-Mar-14,1515,1
13O1289,429915,432727,24-Mar-14,1715,1
13O1326,430295,432105,24-Mar-14,1653,1
13O1465,418836,444983,24-Mar-14,1820,1
13O1815,429601,432563,24-Mar-14,2130,2
13P0825,431934,430637,29-Mar-14,1400,1
13P0833,429643,432935,24-Mar-14,758,1
13P1022,433148,426330,25-Mar-14,1600,1
13P1086,443621,445279,24-Mar-14,1840,1
13P1129,421434,434073,24-Mar-14,1700,1
13P1304,426885,437514,24-Mar-14,840,1
13P1326,430633,433696,25-Mar-14,1641,1
13Q0406,429949,438539,26-Mar-14,1043,1
13Q0520,432305,436439,25-Mar-14,1010,1
13Q0798,432441,433802,23-Mar-14,1545,1
13Q1311,425552,435157,26-Mar-14,1901,1
13Q1501,426207,437136,26-Mar-14,2041,1
13Q1522,429309,435030,26-Mar-14,2050,1
13R0074,436075,436613,27-Mar-14,210,1
13R0189,435059,427770,27-Mar-14,750,1
13R0193,432973,425922,27-Mar-14,754,2
13R0628,429931,433518,27-Mar-14,1321,1
13R0657,431258,438531,27-Mar-14,1330,1
13R0778,426120,439224,27-Mar-14,1456,1
13R0938,428342,429522,18-Mar-14,1500,1
13R1317,432513,427318,27-Mar-14,1850,3
13R1369,431959,435824,27-Mar-14,1440,2
13S0339,432820,432033,28-Mar-14,940,1
13S0394,429941,425135,28-Mar-14,1025,4
13S0610,430335,433394,28-Mar-14,1238,1
13S0767,431228,433668,28-Mar-14,1235,4
13S0860,427865,432921,28-Mar-14,1455,1
13S1092,428718,435615,28-Mar-14,1628,1
13S1215,430662,433929,28-Mar-14,1716,1
13S1444,430561,431184,28-Mar-14,1924,2
13T0920,439386,432651,29-Mar-14,1315,1
13T1076,430599,431160,29-Mar-14,1515,1
13T1182,430302,439597,29-Mar-14,1610,1
13T1224,430546,435153,29-Mar-14,1630,2
13T1499,437502,432911,29-Mar-14,1850,2
13U1112,426182,435462,30-Mar-14,1610,1
13V0944,431194,431860,31-Mar-14,1455,1
13V1547,438952,431558,31-Mar-14,1900,1
13V1980,430851,424428,31-Mar-14,2300,1
140000292,428515,437286,01-Jan-14,220,1
140000304,429117,439812,01-Jan-14,130,1
140000717,429427,433921,01-Jan-14,1415,2
140000809,433295,435556,01-Jan-14,1545,1
140000834,429111,433665,01-Jan-14,1537,1
140000977,427125,438261,01-Jan-14,1830,1
140001153,440172,433411,01-Jan-14,1155,1
140001657,428085,432932,02-Jan-14,1220,1
140001777,432525,427555,02-Jan-14,1415,1
140002711,418960,442012,02-Jan-14,1530,1
140002796,429792,434446,03-Jan-14,1005,2
140002825,437937,427455,03-Jan-14,940,1
140002930,427167,427445,03-Jan-14,1025,1
140004100,440983,432067,04-Jan-14,935,1
140004811,431311,427066,04-Jan-14,1854,1
140005922,433315,426321,05-Jan-14,2125,1
140007139,429389,434938,06-Jan-14,1610,1
140007543,441116,449118,07-Jan-14,240,3
140007696,440421,449246,07-Jan-14,745,1
140008595,434258,427830,07-Jan-14,1715,3
140008934,431546,434328,07-Jan-14,2245,1
140009282,431510,432625,08-Jan-14,905,1
140009294,423875,434542,08-Jan-14,714,1
140009642,430866,436342,08-Jan-14,1320,1
140009655,440329,434718,01-Jan-14,1240,1
140009950,431966,435828,08-Jan-14,1606,1
140010225,426288,435597,08-Jan-14,1825,1
140010271,427514,434540,08-Jan-14,2018,2
140010632,437228,433426,09-Jan-14,800,1
140010668,425711,429632,09-Jan-14,705,1
140010731,433258,429625,09-Jan-14,820,2
140010999,429817,433660,03-Jan-14,1910,1
140012302,430481,433453,01-Jan-14,5,2
140012384,436093,445402,09-Jan-14,1245,2
140013081,431883,435575,10-Jan-14,1710,1
140013109,429786,430628,10-Jan-14,910,1
140015391,433299,436239,11-Jan-14,2130,2
140015877,425080,437515,12-Jan-14,1600,2
140015900,422736,435529,06-Feb-14,1525,1
140016335,440574,428697,13-Jan-14,1139,2
140016527,435691,437238,13-Jan-14,1025,1
140016778,437499,433221,12-Jan-14,1430,1
140017611,419503,445027,13-Jan-14,1515,1
140018395,429445,437311,14-Jan-14,1540,1
140018623,421804,439041,11-Jan-14,1105,1
140018735,428416,426096,14-Jan-14,1800,1
140018843,429506,437333,15-Jan-14,225,1
140018925,431448,435821,15-Jan-14,755,1
140019263,424980,445054,14-Jan-14,924,1
140019564,436473,428485,15-Jan-14,1155,1
140019993,434965,437846,15-Jan-14,1715,1
140020329,427559,433891,15-Jan-14,2135,1
140020476,424929,427637,16-Jan-14,740,1
140020565,425955,426791,16-Jan-14,700,1
140021485,423075,437684,16-Jan-14,1541,1
140021499,428656,430027,16-Jan-14,1545,1
140022449,423982,436710,17-Jan-14,1036,2
140023122,425135,436550,17-Jan-14,1930,1
140023192,430091,435423,17-Jan-14,1545,1
140023780,428570,433358,18-Jan-14,810,1
140023955,426278,435586,01-Jan-14,1225,1
140024177,437587,433164,16-Jan-14,1615,1
140024262,427496,425508,18-Jan-14,1238,1
140024344,436281,434705,18-Jan-14,1540,1
140024366,423751,438006,18-Jan-14,1415,1
140024559,428396,429075,18-Jan-14,1630,4
140025220,425328,435434,19-Jan-14,1230,1
140025518,427569,436871,19-Jan-14,1410,1
140025982,427483,432592,19-Jan-14,1300,1
140026029,431687,435738,17-Jan-14,1700,1
140026423,428773,432733,20-Jan-14,1128,1
140026876,430503,434083,20-Jan-14,145,1
140026989,432466,435818,20-Jan-14,1652,1
140027124,427431,432842,20-Jan-14,1909,1
140027538,426338,438929,21-Jan-14,730,1
140027609,433371,435578,01-Mar-14,800,1
140027777,428098,434508,21-Jan-14,945,1
140027800,430540,430969,21-Jan-14,925,2
140027874,432395,434811,21-Jan-14,1120,1
140029938,434998,435273,01-Jan-14,1620,1
140030345,424019,437714,23-Jan-14,19,1
140030969,426175,434168,23-Jan-14,1312,1
140031174,421124,434795,23-Jan-14,845,1
140031185,425092,431058,23-Jan-14,1645,1
140031412,424290,428961,23-Jan-14,1530,1
140031560,429027,432099,23-Jan-14,1544,2
140031571,428720,433195,23-Jan-14,1625,1
140031801,436651,428691,23-Jan-14,1730,1
140032882,433210,436160,24-Jan-14,1446,1
140033168,436854,433739,24-Jan-14,1415,1
140033290,428116,426651,24-Jan-14,1955,2
140033332,428955,435472,24-Jan-14,1745,1
140034085,432096,435459,24-Jan-14,1500,1
140034129,430266,433735,24-Jan-14,1540,2
140035251,429697,437811,26-Jan-14,1300,1
140035672,419941,434106,26-Jan-14,1755,1
140035786,428717,435610,26-Jan-14,2005,2
140035856,437893,436505,26-Jan-14,1845,1
140036248,440776,428637,25-Jan-14,1700,1
140036447,427389,435013,27-Jan-14,813,1
140037203,428404,434383,27-Jan-14,1915,2
140037248,432098,435594,27-Jan-14,1825,1
140037266,428370,431571,22-Jan-14,1810,1
140037552,431243,432312,28-Jan-14,655,1
140037652,428810,437790,28-Jan-14,813,1
140038760,428404,435726,28-Jan-14,1830,1
140038859,420505,440234,28-Jan-14,1650,1
140040252,429003,433572,29-Jan-14,1720,1
140040393,428564,431616,01-Jan-14,830,1
140041898,427456,438577,30-Jan-14,1900,1
140043327,436564,435578,31-Jan-14,1500,1
140043770,429791,433962,31-Jan-14,2112,1
140043796,429798,433788,01-Feb-14,35,2
140044253,424472,445188,01-Feb-14,1015,1
140044486,421728,433535,01-Feb-14,1530,1
140044522,430493,433709,01-Feb-14,1515,1
140044635,423895,434277,01-Feb-14,1740,1
140044738,426571,433921,01-Feb-14,1728,1
140045106,429929,437044,31-Jan-14,1506,1
140045226,431417,434087,02-Feb-14,720,1
140045447,435892,436311,02-Feb-14,1210,1
140045802,423802,437485,02-Feb-14,125,2
140046620,429388,435423,27-Jan-14,1550,2
140047033,429389,434938,03-Feb-14,825,1
140047588,431912,434799,03-Feb-14,1950,2
140047598,434838,433455,03-Feb-14,1837,1
140048209,435914,438028,04-Feb-14,1020,1
140048324,429539,439287,04-Feb-14,1050,1
140049451,424165,429365,04-Feb-14,800,1
140050468,430653,432612,05-Feb-14,1425,1
140050515,427320,437204,05-Feb-14,1820,2
140050662,428837,434631,05-Feb-14,1800,1
140050866,431766,434944,05-Feb-14,2135,2
140050974,427984,435223,04-Feb-14,1235,1
140051258,430111,437531,06-Feb-14,1030,1
140051388,424917,434481,06-Feb-14,840,1
140051922,432100,437000,04-Feb-14,900,1
140052151,426711,431721,06-Feb-14,1811,1
140052766,428068,434530,07-Feb-14,840,2
140052956,424274,428348,06-Feb-14,2110,1
140053144,430673,434339,13-Jan-14,910,1
140053831,427569,434537,07-Feb-14,1845,3
140054027,429586,434744,07-Feb-14,2350,1
140054501,426343,428159,08-Feb-14,1030,1
140054877,430153,438719,06-Feb-14,1900,1
140054981,431882,435470,08-Feb-14,1610,1
140055061,431874,435944,08-Feb-14,1639,2
140055117,428436,436840,08-Feb-14,1415,1
140055810,433187,433966,09-Feb-14,1155,1
140055896,428632,436978,09-Feb-14,10,1
140056516,427009,440128,10-Feb-14,50,1
140056581,427618,438574,10-Feb-14,715,1
140057661,433906,436531,10-Feb-14,1550,1
140057808,427857,430547,10-Feb-14,1745,2
140057823,429819,430657,10-Feb-14,1900,1
140058331,429003,436841,10-Feb-14,1435,1
140058392,428859,425987,11-Feb-14,610,1
140058665,431917,435754,10-Feb-14,1320,1
140058709,428544,436894,06-Feb-14,1640,1
140059087,426081,436902,05-Feb-14,1630,1
140059289,428369,426113,11-Feb-14,1900,1
140059666,430708,434997,11-Feb-14,2200,1
140059746,430174,432871,12-Feb-14,920,1
140060114,435551,433594,12-Feb-14,800,1
140060718,432310,439240,12-Feb-14,1757,1
140061009,426628,437979,13-Feb-14,318,1
140061112,424279,428347,13-Feb-14,710,1
140061243,432042,435940,13-Feb-14,822,1
140061747,424063,438418,13-Feb-14,1238,1
140062257,429807,430658,13-Feb-14,1715,1
140062310,434921,433416,13-Feb-14,2000,1
140062314,440453,448261,13-Feb-14,1900,1
140062987,428496,434318,14-Feb-14,1018,1
140062993,428582,431546,04-Feb-14,1220,1
140063557,427978,435991,14-Feb-14,1558,1
140063594,427559,438584,14-Feb-14,1350,1
140064421,444991,446244,14-Feb-14,950,1
140064491,420640,434359,15-Feb-14,1004,2
140064622,428479,437167,14-Feb-14,1750,1
140096680,430278,434313,09-Mar-14,200,2
140222955,443107,440721,26-Dec-14,2158,1
1410222,421996,443915,01-Apr-14,750,1
1410246,430512,437057,01-Apr-14,827,1
1410949,432957,427611,01-Apr-14,1540,1
1411033,431322,431388,29-Mar-14,2340,1
1411139,435468,433844,01-Apr-14,1700,1
1420276,425823,433131,02-Apr-14,818,1
1420372,425293,434316,02-Apr-14,926,1
1420804,432379,435788,01-Apr-14,30,1
1421333,430576,433446,02-Apr-14,1600,1
1430163,422919,434104,03-Apr-14,623,1
1430210,420031,434154,03-Apr-14,750,1
1430315,431253,433819,02-Apr-14,1130,1
1430549,432507,427345,03-Apr-14,740,1
1430662,429726,435808,03-Apr-14,1250,1
1431717,436022,434826,03-Apr-14,2110,1
1440266,430716,435480,04-Apr-14,840,2
1440516,432106,433592,04-Apr-14,1105,1
1440934,430419,438625,04-Apr-14,1513,1
1441064,428587,431555,04-Apr-14,2300,1
1450279,429887,434264,05-Apr-14,315,1
1450966,423266,437522,05-Apr-14,1330,2
1451528,442355,439994,05-Apr-14,1900,1
1461278,430413,433714,06-Apr-14,1640,3
1470521,430775,433453,05-Apr-14,945,1
1480500,431511,435137,08-Apr-14,1059,4
1480678,430473,433750,08-Apr-14,1250,2
1480751,440829,445739,08-Apr-14,1336,1
1481171,431621,436143,08-Apr-14,1720,1
1481333,424718,434440,08-Apr-14,1830,3
1490215,426486,428243,09-Apr-14,746,1
1490562,430900,428654,09-Apr-14,1212,1
1490632,436431,435581,03-Apr-14,1235,1
1490713,426305,436913,09-Apr-14,1340,4
1491282,432946,427605,09-Apr-14,1808,1
14A0278,432055,435968,10-Apr-14,836,1
14A0409,427337,434674,10-Apr-14,958,1
14A1015,427704,430903,10-Apr-14,1541,1
14A1433,432930,436036,10-Apr-14,1840,1
14A1747,423888,437403,10-Apr-14,2100,1
14B0276,425577,443075,11-Apr-14,740,1
14B0477,428446,429056,11-Apr-14,950,1
14B0548,428706,433085,11-Apr-14,1100,1
14B0680,427709,426389,11-Apr-14,1210,2
14B1129,432209,435912,11-Apr-14,1557,1
14B1498,430600,436868,11-Apr-14,1840,2
14C0342,436891,433665,12-Apr-14,849,1
14C0578,427023,444701,12-Apr-14,1025,1
14C1823,422452,434232,12-Apr-14,1600,2
14D0806,430212,432064,13-Apr-14,1340,3
14D1032,433896,436549,13-Apr-14,1545,4
14D1290,438052,448191,13-Apr-14,1800,1
14D1487,431253,438286,13-Apr-14,1944,1
14E0983,435770,436505,14-Apr-14,1500,1
14F0421,422426,434598,15-Apr-14,915,1
14F0490,435094,435657,15-Apr-14,1110,1
14F0575,428775,429727,15-Apr-14,1232,1
14F1146,429071,433045,15-Apr-14,1705,1
14F1207,431874,435948,15-Apr-14,1730,1
14F1255,433073,432332,15-Apr-14,1759,1
14F1358,422310,433978,15-Apr-14,1847,1
14G0526,430191,431784,16-Apr-14,1059,1
14G0554,427924,436151,16-Apr-14,1110,1
14G0648,438109,430867,16-Apr-14,1200,1
14G1027,420343,439783,16-Apr-14,1505,10
14G1100,430337,432814,16-Apr-14,1448,1
14G1235,424517,427739,16-Apr-14,1645,2
14G1328,424100,431966,16-Apr-14,1732,1
14G1555,436474,436176,16-Apr-14,1907,1
14H0187,432302,426164,17-Apr-14,528,2
14H0379,432236,426267,17-Apr-14,945,4
14H1058,430155,430974,17-Apr-14,1630,1
14H1228,427482,432594,17-Apr-14,1759,1
14H1474,438509,427246,09-Apr-14,750,1
14I0431,430508,433455,17-Apr-14,2315,1
14I0904,430212,433401,18-Apr-14,1518,1
14I1056,428520,434271,18-Apr-14,1632,1
14I1371,422422,440320,17-Apr-14,1946,1
14J1103,425059,433376,19-Apr-14,1310,1
14J1407,420338,441596,19-Apr-14,1940,2
14J1635,429401,433823,19-Apr-14,2155,1
14K0229,429360,433720,20-Apr-14,349,2
14K0307,426744,426835,20-Apr-14,2050,2
14K0632,430232,433425,06-Apr-14,15,1
14L0051,424963,434400,21-Apr-14,43,1
14L0054,427476,431311,21-Apr-14,2355,1
14L0083,441371,445033,21-Apr-14,113,2
14L1161,427751,436156,21-Apr-14,1726,1
14M0058,426845,438032,22-Apr-14,2105,1
14M0162,430064,433776,22-Apr-14,542,1
14M0228,429137,433091,22-Apr-14,755,1
14M0700,431416,434088,22-Apr-14,1215,1
14M0807,427977,433611,22-Apr-14,1430,1
14M0992,431959,436272,22-Apr-14,1610,1
14M1121,428919,431655,22-Apr-14,1713,2
14M1127,432308,434917,22-Apr-14,1710,1
14M1219,432203,429813,22-Apr-14,1700,1
14M1265,425339,440850,22-Apr-14,1800,1
14M1832,431456,427929,22-Apr-14,2356,1
14N0205,427895,434391,23-Apr-14,750,2
14N0265,429388,434947,23-Apr-14,850,1
14N0438,427292,426391,23-Apr-14,1100,3
14N0441,427716,436102,23-Apr-14,1105,1
14N1033,438051,436460,23-Apr-14,1638,2
14N1063,440757,429007,23-Apr-14,1615,1
14N1068,422027,436490,23-Apr-14,1650,1
14N1334,424083,427964,23-Apr-14,1925,1
14N1336,430895,435533,23-Apr-14,1905,2
14N1407,429340,433719,23-Apr-14,1630,1
14O0196,428796,434041,24-Apr-14,743,1
14O1025,429788,430628,23-Apr-14,800,2
14O1225,424452,428094,24-Apr-14,1740,1
14O1503,436352,436417,24-Apr-14,1800,1
14P0845,429787,430926,25-Apr-14,1440,1
14P0942,430306,432314,25-Apr-14,1530,1
14Q0304,430065,431119,26-Apr-14,525,1
14Q0907,431860,425713,26-Apr-14,1424,1
14Q1587,429946,433788,25-Apr-14,1940,1
14R0848,430604,434565,26-Apr-14,1330,2
14R1003,423035,435217,27-Apr-14,1510,1
14R1181,435638,436343,27-Apr-14,1530,1
14R1223,419650,441077,27-Apr-14,1600,1
14S0217,422292,438279,28-Apr-14,735,1
14S0237,426550,442017,28-Apr-14,803,1
14S0258,429090,439492,28-Apr-14,815,1
14S0479,436283,434154,28-Apr-14,1700,1
14S0758,429811,434610,28-Apr-14,1310,1
14S0896,429925,435658,28-Apr-14,1420,1
14S1211,430915,436494,28-Apr-14,1024,1
14S1601,433633,435340,28-Apr-14,1905,1
14T0043,429309,435030,29-Apr-14,55,1
14T0368,433060,434084,05-Apr-14,1600,1
14T0951,430643,428140,29-Apr-14,1550,1
14T1265,426313,435511,29-Apr-14,1800,1
14T1289,428962,432729,29-Apr-14,1820,1
14U0293,429948,433120,30-Apr-14,835,1
14U0297,430769,435251,30-Apr-14,841,1
14U0578,428825,435232,30-Apr-14,1605,1
14U0843,428440,435705,30-Apr-14,1400,1
14U0936,423742,444356,30-Apr-14,1443,1
14U1029,430095,431332,30-Apr-14,1230,1
14U1145,430629,434216,30-Apr-14,1500,1
14U1235,428789,435578,30-Apr-14,1700,1
14U1278,435584,433605,30-Apr-14,830,1
14U1433,427791,427910,30-Apr-14,1330,1
14U1515,428530,432087,30-Apr-14,1720,1
14U1644,434962,436855,30-Apr-14,2025,1
1510633,429414,433950,01-May-14,1254,3
1511108,430767,438449,01-May-14,1430,1
1511251,429841,432529,01-May-14,1828,1
1511740,432528,436701,01-May-14,2350,1
