Reference Number,Grid Ref: Easting,Grid Ref: Northing,Accident Date,Time (24hr),Casualties
34S0424,429708,433961,28/04/2016,1009,1
34S0486,427486,434590,28/04/2016,1730,1
34S0776,431678,432539,28/04/2016,1355,2
34S1121,430576,433446,28/04/2016,1656,1
34S1163,430960,435855,28/04/2016,1717,3
34S1245,427730,430841,28/04/2016,1100,1
34S1252,428580,432979,28/04/2016,1640,1
34S1316,432095,436048,28/04/2016,1825,1
34S1333,426303,434006,28/04/2016,1815,1
34S1601,430780,433215,28/04/2016,2155,2
34T0156,419495,437019,29/04/2016,530,1
34T0543,433694,433606,29/04/2016,2016,1
34T0778,441690,433170,29/04/2016,1400,1
34T1812,437714,433090,29/04/2016,2250,1
34U0623,429769,434653,30/04/2016,1150,1
34U0696,432019,435855,30/04/2016,1240,1
34U1035,441578,432653,01/04/2016,1605,1
34U1326,427638,433716,30/04/2016,1836,1
34U1343,422533,435455,30/04/2016,1847,2
34U1507,442780,431667,30/04/2016,2000,1
3510040,422520,440217,01/05/2016,40,1
3520713,428995,433585,02/05/2016,1155,1
3520847,425915,436269,02/05/2016,1340,1
3521355,420960,441152,02/05/2016,1200,1
3530224,432780,439332,03/05/2016,823,2
3530234,427938,435723,03/05/2016,800,1
3530276,430678,432563,03/05/2016,849,1
3530284,429206,434164,03/05/2016,850,1
3530457,425935,437616,02/05/2016,957,1
3530987,427273,433085,03/05/2016,1544,1
3531200,428519,430746,03/05/2016,1720,1
3531244,415910,442022,03/05/2016,1730,1
3531412,430358,433916,03/05/2016,1810,1
3531660,423540,435419,30/04/2016,1443,1
3531853,430606,434564,03/05/2016,2320,1
3540209,435565,425884,04/05/2016,738,1
3540268,428067,426542,04/05/2016,835,1
3540271,435021,436216,04/05/2016,842,1
3541105,428424,428709,04/05/2016,1638,1
3541510,436808,436502,04/05/2016,1810,1
3550500,427325,431493,05/05/2016,1120,3
3551192,426727,431732,05/05/2016,1700,1
3551673,430789,431378,05/05/2016,2201,1
3560493,439389,432656,06/05/2016,1036,2
3560710,436162,435075,06/05/2016,1240,1
3561186,425066,434279,06/05/2016,1630,1
3561230,431850,435970,06/05/2016,1646,1
3561371,428030,435983,06/05/2016,1755,1
3561587,429771,431072,06/05/2016,1945,1
3570667,430735,424536,07/05/2016,1149,2
3570899,428809,430387,07/05/2016,1402,1
3571119,426040,436198,07/05/2016,1601,2
3571206,431507,435124,07/05/2016,1645,2
3571297,432249,435428,07/05/2016,1735,1
3580616,429249,438590,08/05/2016,910,4
3580722,428014,436685,08/05/2016,1230,1
3580871,428401,442137,08/05/2016,1350,1
3581120,427787,434078,08/05/2016,1556,1
3581175,431582,434010,08/05/2016,427,2
3581631,426218,442464,08/05/2016,1940,1
3590524,429994,436525,09/05/2016,955,4
3590678,431747,435400,09/05/2016,1040,1
3591091,430904,433482,09/05/2016,1549,1
3591204,427650,436675,09/05/2016,1430,2
3591260,433127,436120,09/05/2016,1700,2
35A0884,430800,435338,10/05/2016,1440,1
35A0905,426781,438346,10/05/2016,1450,1
35A1010,425810,435122,09/05/2016,2130,1
35A1040,432604,434865,10/05/2016,1640,1
35B0229,429913,437027,11/05/2016,655,1
35B0701,433178,434015,11/05/2016,1311,1
35B1560,419994,440921,11/05/2016,1900,1
35C0517,442188,443333,12/05/2016,1108,1
35C0531,429426,433928,12/05/2016,1115,1
35C1649,434338,427893,12/05/2016,2040,1
35C1708,428945,435464,12/05/2016,740,1
35C1838,431613,436133,12/05/2016,2224,1
35D0486,441030,445794,13/05/2016,1118,1
35D1020,429652,434613,13/05/2016,830,1
35D1192,426512,431859,12/06/2016,1043,1
35D1603,422170,434468,13/05/2016,1800,1
35E0878,430030,433365,14/05/2016,1410,1
35E0966,437676,433143,14/05/2016,1445,1
35F0744,437689,438131,15/05/2016,1240,1
35F0783,432414,426105,15/05/2016,1100,1
35F0828,429028,437515,15/05/2016,1328,1
35F0883,426503,433764,15/05/2016,1359,2
35F1453,430049,432462,15/05/2016,1932,1
35F1522,429532,431098,15/05/2016,2008,1
35G0357,430474,435612,10/05/2016,2100,1
35G0635,439942,428810,16/05/2016,1247,2
35G0736,427568,434542,16/05/2016,720,1
35G0940,427278,433077,16/05/2016,1535,1
35G1097,427337,437182,16/05/2016,1658,2
35G1142,428999,432316,16/05/2016,1700,1
35H0186,427524,436945,17/05/2016,732,1
35H0201,430839,434003,17/05/2016,749,1
35H0211,436555,433909,17/05/2016,810,1
35H0223,432416,437358,17/05/2016,820,1
35H0338,424396,427823,17/05/2016,945,1
35H0465,429311,432174,17/05/2016,1112,1
35H0484,428324,434115,17/05/2016,1120,1
35H0788,430221,434366,17/05/2016,1400,1
35H0966,429388,435473,17/05/2016,1527,1
35H1621,429454,425820,17/05/2016,1510,1
35H1699,426848,438041,17/05/2016,2105,1
35H1777,431920,434398,17/05/2016,2143,1
35I0404,427942,430306,18/05/2016,1003,1
35I0507,418068,442610,18/05/2016,830,2
35I0551,440040,434239,18/05/2016,1141,1
35I0677,426336,435496,18/05/2016,1244,1
35I0726,429596,434707,18/05/2016,1315,1
35I1110,424296,427883,18/05/2016,1619,1
35I1270,423324,434364,18/05/2016,1735,1
35I1338,426990,433440,18/05/2016,1825,1
35J0354,426349,426897,18/05/2016,1620,1
35J0868,429037,436316,19/05/2016,1935,1
35J0966,431010,433141,19/05/2016,1515,1
35J0987,432577,435131,19/05/2016,1529,1
35J1319,419750,438776,19/05/2016,1820,1
35J1407,433625,425845,19/05/2016,1845,2
35K0279,425546,439944,20/05/2016,808,1
35K0370,427501,435910,20/05/2016,1005,1
35K0391,430787,439212,20/05/2016,1015,1
35K1150,430010,434412,20/05/2016,1658,1
35K1172,430795,434521,20/05/2016,1705,2
35K1736,429962,433220,20/05/2016,1500,2
35L0596,420241,445554,21/05/2016,1030,1
35L0607,427000,440452,21/05/2016,1135,1
35L0757,424592,433600,20/05/2016,2040,1
35L1029,422158,433253,21/05/2016,1550,1
35L1752,430327,433739,21/05/2016,2310,1
35L1828,429731,435424,21/05/2016,2358,1
35M0417,427009,440075,22/05/2016,720,2
35M0866,428930,436445,23/05/2016,1430,1
35M1105,428517,425441,22/05/2016,1610,3
35M1240,431583,429064,22/05/2016,1717,1
35N0289,429824,432529,23/05/2016,850,1
35N0564,429462,440826,23/05/2016,1101,1
35N1534,430408,433478,23/05/2016,1915,1
35O0268,435906,425854,24/05/2016,834,2
35O0304,428952,433435,24/05/2016,902,1
35O0524,431594,439585,24/05/2016,750,1
35O0832,431194,432864,24/05/2016,1410,1
35O1489,431909,434799,24/05/2016,1322,1
35O1915,432174,434627,24/05/2016,2340,1
35P0329,433872,435218,25/05/2016,914,1
35P0499,433449,433782,25/05/2016,1100,1
35P0556,440361,448172,25/05/2016,1145,1
35P0723,429879,438360,25/05/2016,1320,2
35P1169,424441,437766,25/05/2016,1746,1
35Q0613,431138,430030,26/05/2016,1257,1
35Q0620,428340,435306,26/05/2016,845,1
35Q0635,425125,433335,21/06/2016,1312,1
35Q0727,430105,433378,19/05/2016,1720,1
35Q0743,430261,432066,26/05/2016,1405,2
35Q0989,430769,434620,26/05/2016,1614,2
35Q1663,430793,433459,26/05/2016,2315,1
35R0272,423036,435907,27/05/2016,737,1
35R0654,430784,433454,27/05/2016,1830,1
35R1052,432711,438570,27/05/2016,1530,1
35R1584,430119,433382,27/05/2016,1950,2
35S0810,425748,426345,28/05/2016,1215,3
35S0826,428884,431827,28/05/2016,1221,1
35S1340,428957,435474,28/05/2016,1730,1
35S1402,425552,435562,28/05/2016,1800,1
35S1542,420078,440981,28/05/2016,1920,1
35S1559,419709,433965,28/05/2016,1930,1
35T1057,422295,436830,29/05/2016,1540,4
35T1579,435074,435129,29/05/2016,2000,1
35T1785,421631,440846,29/05/2016,2200,2
35U0695,424058,431834,30/05/2016,1335,3
35U1042,437585,432270,30/05/2016,1644,1
35U1559,430431,437826,30/05/2016,2112,1
35V0797,428980,429894,31/05/2016,1415,1
35V1034,428256,434706,31/05/2016,1645,1
35V1090,430254,433817,31/05/2016,1710,1
35V1096,430888,434824,31/05/2016,1715,1
3611239,443266,444199,01/06/2016,1822,1
3620591,431402,435029,02/06/2016,1214,1
3621398,418962,441738,02/06/2016,1730,1
3621562,426330,435490,02/06/2016,2030,1
3621592,425281,432980,02/06/2016,2045,1
3621792,430529,433266,02/06/2016,2130,1
3631313,431470,435116,03/06/2016,1847,1
3631326,430072,433369,03/06/2016,1220,1
3631374,429386,435421,03/06/2016,1930,1
3631506,428311,435077,03/06/2016,2040,1
3631784,430062,433712,03/06/2016,520,1
3640633,428381,434053,02/06/2016,1816,2
3640635,429412,433945,04/06/2016,1142,1
3640741,427793,434427,04/06/2016,1245,2
3640976,428821,430360,04/06/2016,1513,1
3641152,425911,440158,04/06/2016,1650,2
3641376,431660,435164,04/06/2016,1910,2
3650851,429784,428068,05/06/2016,1345,1
3650911,431979,435509,05/06/2016,1433,1
3650949,421576,440732,05/06/2016,1450,1
3650961,431158,435635,05/06/2016,1458,1
3651501,426835,438058,05/06/2016,2000,1
3651596,422221,435720,05/06/2016,2047,1
3651913,435421,436138,06/05/2016,2238,1
3660328,435575,433149,06/06/2016,815,1
3660729,432291,435134,06/06/2016,1645,1
3660781,419293,433134,06/06/2016,1317,1
3660812,428901,425990,06/06/2016,1330,2
3660894,428603,434580,06/06/2016,1414,1
3661208,432885,435597,06/06/2016,1645,1
3661209,424723,427762,06/06/2016,1648,1
3661238,429234,435452,06/06/2016,1700,1
3661364,432220,434741,06/06/2016,1758,1
3661487,430281,434351,06/06/2016,1900,1
3670864,432392,435560,07/06/2016,1433,3
3671218,427953,426266,07/06/2016,1717,2
3671249,431178,433648,07/06/2016,1720,1
3671272,425491,443145,07/06/2016,1732,1
3671571,430540,431110,07/06/2016,1958,1
3671656,434202,436976,07/06/2016,2040,1
3671741,428506,425477,07/06/2016,1935,1
3680488,440866,445750,08/06/2016,1045,1
3680494,423873,437413,08/06/2016,1030,1
3680800,426780,432051,08/06/2016,1335,1
3681429,431276,429351,08/06/2016,1852,1
3681547,421313,435629,08/06/2016,1945,1
3681811,429930,432723,08/06/2016,1200,1
3690383,432367,433183,09/06/2016,915,1
3691076,432173,434808,09/06/2016,1610,1
3691097,424507,445159,09/06/2016,1615,1
3691222,437316,429483,09/06/2016,1715,1
3691371,425400,427052,09/06/2016,1830,1
3691716,430567,433095,09/06/2016,2119,1
3691956,430484,433455,10/06/2016,2340,3
36A0362,420932,434416,10/06/2016,750,1
36A0544,432078,435959,10/06/2016,1035,1
36A0950,431459,433558,10/06/2016,1435,1
36A1188,424508,435387,10/06/2016,1450,1
36A1192,428807,426407,10/06/2016,1710,1
36B0482,427740,436448,11/06/2016,845,3
36B0787,421527,428508,11/06/2016,1005,1
36B1176,432186,435502,11/06/2016,1645,1
36B1783,429788,433696,11/06/2016,2221,1
36C0545,425620,433087,12/06/2016,1012,1
36C0783,433946,434113,12/06/2016,1300,1
36D0276,425266,432353,13/06/2016,810,2
36D1140,420017,435460,13/06/2016,1701,1
36D1213,431862,435685,13/06/2016,1738,1
36D1327,421358,444886,13/06/2016,1830,1
36D1492,443256,427573,13/06/2016,1930,1
36D1589,425242,439479,13/06/2016,2103,4
36E0492,429967,433790,14/06/2016,1120,2
36E1419,429971,433314,14/06/2016,1705,1
36E1785,432386,435149,14/06/2016,2115,1
36F0964,432178,435183,15/06/2016,1510,1
36F1007,443585,437925,15/06/2016,1007,1
36F1224,423451,435743,15/06/2016,1715,1
36F1283,444651,431581,15/06/2016,1743,2
36F1486,431077,430364,15/06/2016,1928,1
36F1550,429146,438917,15/06/2016,2000,1
36F1606,431483,432456,15/06/2016,2030,1
36F1615,430519,433744,15/06/2016,2040,1
36F1710,419966,446146,15/06/2016,1725,1
36G1051,434472,433687,16/06/2016,1620,1
36G1066,427728,434466,15/06/2016,1750,2
36G1565,428449,429062,16/06/2016,1630,1
36H0196,428791,435161,17/06/2016,332,2
36H0328,430856,434104,17/06/2016,800,1
36H0512,432195,434772,21/06/2016,1040,1
36H0747,428468,429227,17/06/2016,1255,1
36H1071,434071,433710,17/06/2016,1600,2
36H1473,440212,435670,17/06/2016,1850,1
36H1839,432107,438571,17/06/2016,2200,2
36H1904,431882,435474,17/06/2016,2230,1
36H2034,426991,427914,17/06/2016,2331,2
36I0836,431709,429913,18/06/2016,1326,3
36I0941,422311,436855,18/06/2016,1928,1
36I1390,437227,433425,18/06/2016,1810,1
36I1493,435618,434605,18/06/2016,1743,1
36J0150,434981,425880,19/06/2016,125,2
36J0747,427883,436223,19/06/2016,1150,1
36J0941,428433,428718,19/06/2016,1410,1
36J1107,435871,425818,19/06/2016,1538,1
36J1387,430484,437202,19/06/2016,1845,2
36J1498,425653,429541,19/06/2016,1940,3
36K0934,429731,433546,20/06/2016,1530,1
36K1131,427651,436674,20/06/2016,1700,1
36K1238,424933,434409,20/06/2016,1745,1
36K1294,432700,426750,20/06/2016,1810,1
36K1369,440720,428725,20/06/2016,1845,1
36L0422,434011,433976,21/06/2016,810,1
36L1355,435820,434799,21/06/2016,1828,1
36L1558,426430,433626,21/06/2016,1945,1
36M1184,430842,434106,22/06/2016,1712,1
36M1193,434453,432889,22/06/2016,1725,1
36N0286,427005,433737,23/06/2016,710,1
36N0776,420462,440898,23/06/2016,1300,1
36N1268,428631,436869,23/06/2016,1635,1
36N1334,424241,428232,23/06/2016,1710,1
36N1462,436400,437056,23/06/2016,1600,2
36O1235,434694,428333,24/06/2016,1630,1
36O1340,431532,432542,24/06/2016,1335,1
36O1561,423620,437374,24/06/2016,1745,1
36O1644,432185,435250,24/06/2016,2038,1
36P0063,429636,435874,25/06/2016,30,1
36P0437,419121,443415,25/06/2016,830,2
36P0595,430236,433914,25/06/2016,1140,1
36P1083,417933,443181,25/06/2016,1645,1
36P1826,430876,434256,25/06/2016,2325,1
36Q0055,424461,433724,26/06/2016,26,2
36Q0749,421167,440436,26/06/2016,1245,2
36Q0769,429926,427657,26/06/2016,1240,2
36Q1571,430893,436189,26/06/2016,2020,1
36Q1665,430590,433324,26/06/2016,2120,1
36R0219,428128,432798,27/06/2016,724,1
36R0347,420846,434412,28/06/2016,931,2
36R0388,414745,442824,27/06/2016,840,1
36R0826,441092,433570,27/06/2016,1410,3
36R1133,432207,433246,27/06/2016,1630,1
36R1252,426163,437504,27/06/2016,1700,1
36S0555,431635,433898,28/06/2016,1111,1
36S0596,429659,435853,28/06/2016,1150,1
36S1147,421836,433886,28/06/2016,1645,2
36S1449,419587,441574,28/06/2016,1735,1
36T1217,423440,437610,29/06/2016,1735,2
36T1402,430434,434358,29/06/2016,1900,1
36T1592,431141,433615,29/06/2016,2052,1
36U0958,426280,435586,01/06/2016,1530,1
36U1288,421976,428176,30/06/2016,1805,2
36U1766,428310,429623,29/06/2016,1900,1
3710084,429738,430550,01/07/2016,340,2
3710258,431144,436276,01/07/2016,817,1
3710603,421496,440914,01/07/2016,1300,1
3710851,428927,435432,01/07/2016,1406,1
3710905,432942,440210,03/07/2016,1425,1
3720563,432455,438756,02/07/2016,1057,1
3720858,431340,435054,02/07/2016,1408,1
3721063,432158,427337,02/07/2016,1601,2
3721135,430577,425368,02/07/2016,1652,1
3721156,425970,436323,02/07/2016,1652,1
3721205,430780,433454,02/07/2016,1526,4
3730711,427891,436195,03/07/2016,1153,1
3730942,425708,435406,03/07/2016,1430,1
3731246,435544,438371,03/07/2016,1712,2
3731308,421928,441435,03/07/2016,1740,1
3731431,429980,430876,03/07/2016,1800,1
3740214,429334,435000,04/07/2016,605,1
3740288,422126,446010,04/07/2016,825,1
3740733,430413,433768,04/07/2016,1315,2
3741226,429999,434154,04/07/2016,1700,3
3741261,420046,434144,04/07/2016,1545,1
3741674,432025,435306,04/07/2016,1830,1
3750969,426274,434010,07/07/2016,726,1
3751140,431982,435697,05/07/2016,1645,1
3751329,429890,432256,05/07/2016,1530,2
3751639,428655,430791,05/07/2016,1930,1
3751714,419451,442805,05/07/2016,2121,1
3761246,431877,435326,06/07/2016,1640,1
3761383,434580,430852,06/07/2016,1745,4
3761556,434702,435087,06/07/2016,1850,1
3761691,422258,433470,06/07/2016,1930,1
3762024,427744,436450,06/08/2016,2252,1
3762340,426331,427305,06/07/2016,2340,1
3770136,428641,432959,07/07/2016,215,1
3770315,427396,429670,07/07/2016,807,1
3770326,426821,434978,07/07/2016,800,1
3770535,432973,439646,07/07/2016,1050,2
3770746,427528,434564,07/07/2016,1300,1
3771168,423187,434658,07/07/2016,1656,1
3771267,417884,443315,07/07/2016,1735,4
3771483,421581,433056,07/07/2016,1800,1
3780975,428111,432804,08/07/2016,1534,1
3781157,436822,435918,08/07/2016,1720,1
3781218,429134,432089,08/07/2016,1750,1
3781557,428010,429037,08/07/2016,2030,1
3791808,430082,432334,14/07/2016,130,1
3791948,428569,429799,09/07/2016,2347,1
37A0567,436167,427605,10/07/2016,955,4
37A0666,431247,445731,10/07/2016,1015,1
37A0763,439119,439232,10/07/2016,1210,2
37A0941,432348,437010,10/07/2016,1412,1
37A1233,430005,435549,10/07/2016,1545,1
37A1580,429681,426415,10/07/2016,1945,2
37B1054,427466,433288,11/07/2016,1730,1
37B1179,419585,441577,11/07/2016,1705,2
37B1764,432749,439977,11/07/2016,840,1
37C0460,420645,446725,25/06/2016,1600,2
37C1249,435165,438764,12/07/2016,1720,1
37D0249,423323,434982,12/07/2016,1815,1
37D0257,427705,432602,13/07/2016,739,1
37D0580,430894,436566,13/07/2016,1140,3
37D0926,428759,430848,13/07/2016,1453,1
37D1294,426648,437199,13/07/2016,1745,2
37D1428,428497,433110,13/07/2016,1850,1
37D1634,427998,433602,13/07/2016,2102,2
37D1716,430956,434429,13/07/2016,2153,1
37E0280,429138,435250,14/07/2016,800,1
37E0310,425577,426912,14/07/2016,825,1
37E0392,430816,438823,14/07/2016,935,1
37E0436,427300,433624,14/07/2016,1000,2
37E0791,440913,433755,14/07/2016,1330,1
37F0307,432776,440432,15/07/2016,844,1
37F0372,427121,439291,15/07/2016,930,1
37F0643,424748,428788,15/07/2016,1215,1
37F1210,433985,435116,15/07/2016,1510,1
37F1378,436097,435599,15/07/2016,1630,2
37F1996,427884,430471,15/07/2016,2325,1
37G0113,422938,435923,16/07/2016,55,1
37G0543,428108,431150,14/07/2016,915,1
37G0757,433911,434094,16/07/2016,1015,1
37G0944,418045,444559,16/07/2016,1221,1
37G1431,431190,431851,16/07/2016,1815,1
37G1440,426344,428465,16/07/2016,1815,1
37G1905,433535,434439,16/07/2016,2144,1
37H0582,428911,429902,17/07/2016,915,1
37H0648,443576,438006,17/07/2016,1017,1
37H0789,428912,431814,17/07/2016,1214,1
37H1008,430841,435054,17/07/2016,1421,2
37H1010,430214,432919,17/07/2016,1418,1
37H1476,429103,426407,17/07/2016,1755,1
37H2053,431485,435119,17/07/2016,2210,1
37I0341,429684,432711,18/07/2016,845,1
37I0717,435643,437442,18/07/2016,1235,3
37I0734,430729,433498,18/07/2016,1105,1
37I0750,437289,425739,18/07/2016,1250,1
37I0790,430371,433422,18/07/2016,930,1
37I0812,431347,430155,18/07/2016,1300,1
37I1115,436095,425920,18/07/2016,1552,1
37I1278,420518,433922,18/07/2016,1650,1
37I1355,429414,435419,18/07/2016,1736,1
37I1719,445252,427977,18/07/2016,2000,2
37I1756,425184,434351,18/07/2016,2028,1
37J0363,424193,434801,19/07/2016,830,1
37J0373,429513,434863,19/07/2016,720,2
37J0445,429867,434398,19/07/2016,920,1
37J0552,429576,434758,14/07/2016,910,1
37J0850,430797,436691,19/07/2016,1300,1
37J1504,431922,436777,02/08/2016,1750,1
37J1550,434551,436870,19/07/2016,1809,2
37J2096,429586,432073,19/07/2016,2215,6
37K0356,422737,437815,20/07/2016,747,1
37K0371,428717,435614,20/07/2016,803,1
37K0447,428906,435515,20/07/2016,900,1
37K0846,432064,431134,20/07/2016,1245,1
37K1091,435022,427788,20/07/2016,1450,1
37K1113,432479,436554,20/07/2016,1500,1
37K1616,429056,433503,20/07/2016,1750,1
37K1727,424816,434991,20/07/2016,1845,1
37L0094,430272,427666,21/07/2016,121,1
37L0346,436586,436187,21/07/2016,819,1
37L0562,433671,432294,21/07/2016,1044,1
37L0747,439410,446133,21/07/2016,1225,1
37L0904,440511,448481,21/07/2016,1344,1
37L0956,430689,432976,21/07/2016,1405,1
37L1042,422298,440478,21/07/2016,1520,3
37L1135,425828,438092,21/07/2016,1520,1
37L1553,427991,436016,21/07/2016,1856,1
37L1614,421040,444980,21/07/2016,1924,1
37L1626,430190,432168,21/07/2016,1910,2
37M0362,419578,446223,22/07/2016,807,1
37M1214,431297,429059,22/07/2016,1605,1
37M1470,430046,432671,22/07/2016,1812,1
37N0042,420665,434351,23/07/2016,14,3
37N0626,426100,437038,23/07/2016,50,1
37N1563,431985,435541,23/07/2016,1820,1
37N1854,428727,431524,23/07/2016,1300,1
37N1916,420055,435412,23/07/2016,2005,1
37O0142,442979,431640,24/07/2016,100,1
37O0620,430680,432578,23/07/2016,1900,1
37O0753,429853,431858,24/07/2016,1123,1
37O1315,430296,433400,24/07/2016,400,1
37O1422,435881,436334,24/07/2016,1330,3
37P0341,426656,432018,25/07/2016,800,1
37P0744,421278,434457,25/07/2016,1318,1
37P0949,430007,427028,25/07/2016,1420,3
37P0967,421292,440468,25/07/2016,1434,1
37P1061,430359,437050,25/07/2016,1500,1
37P1155,422521,441543,25/07/2016,1556,1
37P1299,425880,426577,25/07/2016,1712,2
37P1354,435900,436430,25/07/2016,1655,1
37P1415,431175,431868,25/07/2016,1645,1
37P1776,434142,433900,25/07/2016,2109,1
37Q0592,431445,435823,26/07/2016,1113,1
37Q1453,434693,428333,26/07/2016,1845,5
37Q1662,431507,435134,26/07/2016,2025,2
37Q1692,430049,435173,26/07/2016,2015,1
37Q1719,426962,438122,26/07/2016,1830,1
37R0350,429836,432725,27/07/2016,721,1
37R1015,424661,436005,27/07/2016,1500,1
37R1074,430637,428666,27/07/2016,1610,1
37R1560,432663,437995,27/07/2016,1955,1
37R1624,436086,428601,27/07/2016,2025,1
37S0609,427469,433769,28/07/2016,1203,1
37S0790,429650,430887,28/07/2016,1346,1
37S0931,422163,441829,28/07/2016,1520,2
37S1055,427157,430559,28/07/2016,1627,3
37T0184,428485,431565,29/07/2016,322,1
37T0275,426228,431783,29/07/2016,655,1
37T0374,424464,433870,29/07/2016,1130,2
37T0479,434531,428207,29/07/2016,1030,1
37T0518,436853,428989,29/07/2016,1055,2
37T0801,427015,433453,29/07/2016,1355,1
37T1548,428509,430845,29/07/2016,1955,1
37U0361,427717,434064,30/07/2016,525,2
37U0440,425850,443472,30/07/2016,739,1
37U0898,425736,439496,30/07/2016,1320,1
37U0922,425577,432449,30/07/2016,1200,1
37U1150,445215,429411,30/07/2016,1530,2
37V1269,430399,440724,31/07/2016,1715,2
37V1721,422368,433987,31/07/2016,1240,1
3810361,427569,436873,01/08/2016,900,1
3810455,429238,433844,01/08/2016,1023,1
3810518,436180,427380,01/08/2016,1055,2
3810604,431965,435818,04/08/2016,1155,1
3811059,427116,433512,01/08/2016,1550,1
3811315,431381,435355,01/08/2016,1800,1
3811595,431908,435069,01/08/2016,2019,2
3820302,428302,434114,02/08/2016,815,1
3821313,430667,434302,02/08/2016,1830,1
3830263,428872,432496,03/08/2016,655,1
3830291,431692,441552,03/08/2016,745,1
3830335,435875,426021,03/08/2016,845,1
3830729,427485,434593,03/08/2016,1330,1
3831111,427957,433622,03/08/2016,1559,1
3831228,420750,445646,03/08/2016,1600,1
3840846,433898,434034,04/08/2016,1410,1
3840919,426991,427914,04/08/2016,1215,2
3841523,434120,433913,04/08/2016,1957,2
3850395,430539,436997,05/08/2016,920,1
3850892,442041,443582,05/08/2016,1414,1
3851104,429667,435165,05/08/2016,1545,2
3851109,430425,433460,05/08/2016,957,1
3851185,435605,435727,05/08/2016,1630,1
3851228,431822,435634,05/08/2016,1650,1
3851233,429700,431103,05/08/2016,330,1
3851308,438568,432672,05/08/2016,1730,1
3851490,440572,429187,05/08/2016,1820,1
3861298,430720,439031,06/08/2016,1700,1
3870529,423240,434951,07/08/2016,830,2
3870640,442045,430591,06/08/2016,1230,1
3871471,430351,439452,07/08/2016,1848,1
3880380,445343,431781,08/08/2016,930,1
3880515,428509,433053,08/08/2016,1040,1
3880870,429134,432075,08/08/2016,1215,1
3881236,430496,435239,28/07/2016,1500,1
3890800,429137,433091,09/08/2016,1428,1
3890982,429380,433768,09/08/2016,1550,2
3891025,430102,431644,09/08/2016,1025,1
3891038,429963,436582,09/08/2016,1900,1
38A0196,430122,431822,10/08/2016,545,1
38A0787,430762,433502,10/08/2016,1315,2
38A1247,432513,435914,10/08/2016,1645,1
38A1262,430864,434191,10/08/2016,1810,2
38B0193,424459,427708,11/08/2016,710,1
38B0479,427004,433446,11/08/2016,1144,1
38B0760,433025,437640,11/08/2016,1452,1
38B0807,426867,437530,11/08/2016,1515,1
38B1030,428903,435392,11/08/2016,1704,2
38B1218,431413,435049,11/08/2016,1850,1
38B1319,429551,430902,11/08/2016,1944,2
38C0444,423765,442118,12/08/2016,1020,1
38C1358,431367,435283,12/08/2016,1823,1
38C1512,431870,430503,12/08/2016,1925,2
38C1793,442057,434628,12/08/2016,2150,1
38C2006,428405,434382,12/08/2016,2255,1
38D0270,432406,426222,13/08/2016,446,6
38D0691,443604,435908,13/08/2016,1210,1
38D1104,429630,426920,01/08/2016,750,1
38E0762,426726,436139,14/08/2016,1300,1
38F0312,429643,434626,15/08/2016,850,1
38F0985,429962,434416,15/08/2016,1522,2
38F1198,440448,448222,15/08/2016,1700,1
38F1203,428296,434122,15/08/2016,1405,1
38F1229,428825,435232,15/08/2016,1715,1
38F1671,425038,434397,15/08/2016,2050,5
38G0359,430793,424354,16/08/2016,940,1
38G0415,428490,434992,16/08/2016,1009,1
38G0700,427705,431070,16/08/2016,1245,1
38G1249,427945,436116,16/08/2016,1725,1
38G1292,426973,439836,16/08/2016,1748,1
38G1320,419762,438787,16/08/2016,1630,1
38G1427,422188,428745,16/08/2016,1853,1
38G1724,432290,445654,16/08/2016,2120,1
38G1863,428834,434632,16/08/2016,2250,1
38G1890,431871,434742,16/08/2016,2308,1
38H0623,418630,442578,17/08/2016,1156,1
38H0642,443625,437644,17/08/2016,1205,1
38H1175,422443,427901,17/08/2016,1640,1
38H1421,445690,430860,17/08/2016,1840,1
38H1647,428449,435193,17/08/2016,2050,1
38H1868,436836,443866,17/08/2016,2250,2
38I0565,434744,428894,18/08/2016,1030,1
38I0568,443617,435483,17/08/2016,1145,2
38I1076,424964,435131,18/08/2016,2110,1
38I1175,431627,433076,18/08/2016,1650,1
38J0757,423138,434233,19/08/2016,1325,2
38J0967,415670,443030,19/08/2016,1524,1
38J1266,439789,432839,19/08/2016,1750,1
38J1622,442505,435059,19/08/2016,2055,1
38K0551,424852,434705,20/08/2016,1045,1
38K0858,429570,436968,20/08/2016,1350,1
38K1444,418177,444549,20/08/2016,1235,1
38K1847,426431,430146,20/08/2016,2328,1
38L0497,429583,439261,21/08/2016,920,1
38L1236,422606,429160,21/08/2016,1738,1
38L1657,429995,430953,21/08/2016,2045,1
38M0844,426514,427755,22/08/2016,1205,1
38M1404,424429,437118,22/08/2016,1925,1
38M1431,426825,433094,22/08/2016,1939,1
38M1450,424278,433939,22/08/2016,1945,2
38M1570,427230,434732,20/08/2016,1500,1
38N0383,426659,429310,23/08/2016,915,3
38N0471,428563,427780,02/08/2016,1850,2
38O0184,430267,433747,24/08/2016,230,1
38O0350,427488,427891,24/08/2016,715,1
38O0388,429394,435524,24/08/2016,822,1
38O0395,422023,434376,24/08/2016,820,1
38O0459,425902,432233,24/08/2016,920,1
38O0501,434092,434196,24/08/2016,954,3
38O0570,432148,438744,24/08/2016,1030,1
38O0647,440974,445831,23/08/2016,1620,1
